d01,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
6/29/2021,7.529,7.5605,7.4985,7.4575,7.4555,7.299,6.812,6.9645,6.9185,10.693,9.239,8.5305,8.687,9.1125,20.5795,14.381,19.5875,23.329,16.2045,13.044,20.648,19.5585,19.5595,17.969,15.385,12.2565,13.267,13.092,11.2645,10.3825,10.3045,10.587,9.967,9.774,9.6395,10.31,8.927,9.313,9.5695,9.654,11.5295,9.6505,8.73,8.6175,8.5475,8.5985,8.272,8.0055
6/30/2021,7.4635,7.198,7.5735,9.9095,7.3335,7.2715,7.3,7.233,7.1975,10.5425,9.5885,8.2545,9.763,17.8395,18.1725,16.5995,21.5255,19.371,23.7715,18.013,19.5225,22.712,18.3075,16.1135,12.3805,16.7195,16.632,14.699,16.4365,14.8075,11.538,11.087,10.5815,10.7805,11.908,11.869,11.0445,9.398,9.704,9.0525,9.406,9.084,8.449,7.809,7.248,7.2465,7.172,6.8615
7/1/2021,6.967,6.927,7.223,6.8695,6.8115,6.735,7.531,9.721,8.523,8.072,8.038,8.536,9.6405,10.653,16.9305,18.8415,22.9065,21.698,22.73,16.738,22.087,19.2415,14.7855,10.383,10.2855,8.9845,11.3365,15.409,14.5155,14.046,11.526,10.5935,11.2245,11.1335,11.552,11.406,9.1625,9.3085,9.8995,9.4375,9.626,9.9395,10.3115,8.1135,7.5775,12.434,9.2845,7.607
7/2/2021,7.267,7.148,7.18,7.0995,7.2145,7.0845,7.172,6.997,7.336,8.1275,7.754,7.953,8.43,8.6075,17.0905,20.0575,19.6945,19.972,23.3745,16.1,21.051,20.136,15.725,12.672,19.055,12.3645,16.1965,14.67,12.986,15.2235,10.7275,11.0945,10.9065,11.6065,10.6445,11.155,9.09,9.3615,9.6475,8.99,9.438,9.1385,8.778,8.277,7.947,7.983,9.282,9.7125
7/3/2021,7.9545,7.359,7.515,10.1275,7.8685,7.571,7.5095,10.2125,8.629,8.15,8.03,8.631,11.4385,12.218,11.894,16.3335,17.818,22.748,15.1895,11.6675,22.769,18.878,21.902,14.3505,17.3835,14.6,12.735,14.216,13.2495,11.033,10.539,9.954,10.391,10.2265,10.734,10.735,10.77,9.812,9.945,10.388,10.26,9.709,10.022,9.818,9.345,9.0005,9.184,9.079
7/4/2021,8.6945,8.3675,8.23,8.305,8.119,8.0125,8.167,8.0945,7.575,8.1585,14.057,10.1825,12.0745,12.8615,23.5455,20.2455,18.787,22.6145,13.8085,23.447,20.6365,18.3495,17.663,17.2195,13.27,11.6065,13.0895,10.975,11.2155,11.7935,12.0365,11.0385,10.3795,10.946,10.6485,10.023,9.729,9.59,10.2115,9.478,9.931,9.3825,8.838,9.0285,8.039,9.747,10.0285,8.1155
7/7/2021,7.755,7.567,7.647,7.695,7.8095,8.1135,7.587,7.922,8.0685,12.3655,15.1475,11.972,16.3465,16.6955,17.405,23.3465,18.9835,18.821,15.452,16.8515,20.938,18.7885,17.4675,14.918,20.3515,13.601,13.2885,12.87,14.5335,15.05,12.102,10.031,10.0225,10.553,11.322,11.3985,9.756,9.506,9.8195,9.1085,9.691,9.2695,8.7925,8.48,8.3,8.4265,11.0115,8.5055
7/8/2021,7.9245,7.9755,7.875,7.777,7.7345,7.714,7.725,7.861,7.564,16.7905,9.8025,9.5325,22.278,12.013,12.903,14.3125,21.042,16.294,17.4465,16.8205,20.4925,19.6765,16.8725,20.5765,19.61,16.036,15.3015,15.768,12.494,11.957,11.1535,10.0925,10.052,9.1435,9.3415,10.5885,9.375,9.383,10.023,8.9915,8.105,8.1575,8.1745,10.5355,8.0625,7.405,7.3125,10.0575
7/9/2021,9.335,7.5025,9.291,7.9675,7.3935,7.3385,7.2435,7.3105,7.3145,8.7045,8.2965,8.3145,9.39,12.518,13.0565,12.8645,18.487,15.879,18.067,14.981,22.3845,20.5175,16.241,19.9145,19.3585,19.4045,15.6545,20.0405,15.0475,12.7295,11.616,10.7525,10.2115,9.555,9.0845,9.807,8.815,8.762,8.854,8.394,10.0785,10.9645,9.463,7.6745,7.8725,7.63,12.063,8.759
7/10/2021,7.6505,7.424,7.5085,7.477,7.4685,7.376,7.464,7.466,7.463,7.2015,7.9125,10.3255,12.2295,10.46,12.2455,13.152,12.8425,12.26,18.2345,14.855,22.5555,19.619,19.7865,20.4415,17.8345,20.0935,15.944,15.4425,16.043,14.368,14.4835,18.8585,13.316,10.913,12.1505,12.1915,9.6,9.666,9.971,9.466,9.582,9.278,8.888,8.5695,8.056,7.8475,7.8345,7.949
7/11/2021,7.88,7.7335,11.586,8.2665,7.685,7.4725,7.5515,7.4685,7.9125,15.673,12.618,18.847,17.775,16.653,17.5895,16.9395,14.9995,18.1175,15.825,15.961,19.9985,18.4585,17.055,18.6755,17.6495,14.677,12.007,12.2815,10.6585,12.201,10.696,10.9875,11.1575,11.163,10.713,10.376,9.0065,8.614,8.7845,8.741,8.9815,9.105,8.9825,9.3125,8.8465,10.4635,8.3445,8.1975
7/12/2021,8.209,8.154,8.2775,11.6935,8.4805,8.0905,8.0465,8.1585,8.22,13.488,12.404,17.9865,14.199,19.066,17.914,18.26,19.301,17.649,14.907,15.8345,16.444,22.193,19.6225,13.559,14.156,12.9105,14.6555,14.344,13.0915,13.4645,11.7965,13.3375,11.932,10.8645,11.72,12.0615,10.6335,9.889,10.0935,9.436,9.435,9.017,8.7045,8.301,7.9895,7.681,7.7255,8.468
7/13/2021,8.1465,7.933,7.993,7.981,7.7775,7.4225,7.362,7.5425,7.835,15.308,10.94,11.5335,11.9495,10.4535,18.5095,18.8495,19.058,19.577,17.9035,13.557,22.411,17.0975,19.8975,24.49,24.225,20.3965,15.671,18.5975,16.42,11.5295,10.4995,11.731,10.1365,10.6935,11.2755,10.541,10.6685,9.3435,9.483,9.7025,9.407,9.938,8.8155,8.6445,8.366,7.8565,7.6805,7.6625
7/14/2021,7.473,7.465,7.577,7.395,7.3415,7.5915,7.418,7.649,7.8165,12.3485,9.39,11.542,12.232,11.0865,12.538,22.563,22.941,20.498,25.0485,16.2895,18.7905,22.027,22.1855,19.5855,19.008,15.313,13.6375,13.065,12.8385,13.7365,10.742,11.292,10.4965,11.514,11.5805,10.992,9.94,9.7265,9.7525,9.5325,9.614,9.2655,10.0835,8.69,8.5535,8.379,12.0945,10.56
7/15/2021,8.215,7.674,7.857,7.689,7.6585,7.4805,7.5325,7.4455,10.361,14.2035,9.982,12.65,11.793,9.9995,14.676,21.0125,22.1925,19.149,22.785,13.452,22.315,15.841,20.866,19.3855,17.885,18.0735,14.006,14.8145,14.552,13.9545,11.282,10.8235,10.344,13.0005,11.869,11.361,12.391,14.3325,10.074,9.358,9.237,9.2695,8.8585,8.2025,7.6015,7.3465,7.44,7.2465
7/16/2021,7.167,7.1275,7.39,8.314,7.382,7.3165,7.371,7.382,7.5345,7.2125,7.692,10.8995,10.614,10.0155,11.751,13.1795,19.063,19.4355,19.7295,13.3805,20.473,15.5695,17.564,20.457,18.193,14.9885,16.6565,14.1985,12.192,12.954,12.525,10.3265,10.684,10.603,10.5725,9.144,8.54,9.412,8.74,8.824,8.704,9.0765,8.8975,8.9085,8.1115,7.785,7.666,7.7045
7/17/2021,7.918,7.9455,7.888,7.7565,7.136,7.1485,7.2025,7.305,7.537,7.1825,7.435,7.686,8.369,8.2705,19.803,16.9935,19.136,22.019,18.771,18.0205,19.863,18.6915,15.3795,15.232,13.9535,10.516,12.0145,11.809,10.8915,13.1895,11.106,10.1855,10.56,10.2995,8.834,8.9175,8.893,9.032,8.6575,8.5075,8.7005,8.972,8.7165,9.0285,8.0035,7.3135,7.619,7.752
7/18/2021,6.953,7.016,7.303,7.088,7.491,7.1475,7.5525,7.463,7.828,12.125,10.1525,7.862,8.694,10.512,21.4085,19.801,19.571,16.1545,19.9265,20.8595,16.3045,19.822,20.3395,16.8345,13.9975,11.3215,11.2945,10.7495,10.585,9.591,8.757,9.1865,8.521,9.7925,8.932,9.1255,7.5865,8.3545,8.6025,8.105,8.0135,8.687,7.8925,7.6125,7.8965,7.5565,7.398,7.6425
7/19/2021,7.376,7.5785,7.967,7.7985,7.5715,7.6115,7.554,9.114,10.224,9.5045,8.9595,11.92,11.843,9.486,19.372,18.7445,21.2845,17.446,19.727,12.8035,18.0685,18.0615,18.642,13.116,15.276,13.0295,12.7995,11.1895,11.966,9.817,9.3825,9.498,9.924,9.874,9.4205,9.035,7.886,8.153,8.2685,8.1055,8.3825,7.758,7.5005,7.5615,6.8695,6.867,7.029,6.886
7/20/2021,6.861,6.867,6.752,6.6595,7.0945,11.5595,7.031,6.815,7.3755,12.3755,12.546,11.5105,11.7,9.5265,20.012,19.9175,20.038,17.1,21.7065,14.4435,18.891,16.729,16.5895,16.7905,12.617,12.294,14.843,12.903,11.9275,12.9325,11.63,11.6075,10.0645,10.7825,10.6455,10.484,9.4145,9.1935,9.089,9.2285,9.49,9.3405,9.516,9.121,10.049,10.0615,7.9605,7.5235
7/21/2021,7.5645,7.996,7.915,7.853,8.0645,7.9105,7.974,7.988,8.1105,12.575,9.435,12.3185,10.855,11.521,13.5865,14.932,17.769,16.9295,15.3975,13.291,18.1805,20.2935,19.9325,19.988,17.365,21.2775,16.154,18.445,15.4325,11.354,11.78,11.4115,11.357,10.6055,10.7155,10.389,10.1575,9.5465,9.931,8.999,9.41,9.684,9.3985,9.0655,8.59,8.2185,10.6255,8.9865
7/22/2021,7.812,7.6915,8.2745,10.0375,8.594,7.9215,7.347,7.394,7.7965,7.441,7.7155,8.0575,9.4285,12.039,19.5265,19.9315,18.88,23.9645,16.5575,14.9395,19.2065,19.4825,20.3555,17.984,15.665,16.2435,13.6065,14.922,15.0325,13.834,11.9455,11.884,10.399,10.691,10.1295,10.2025,10.6945,9.602,9.259,9.485,9.3965,9.172,9.113,8.7355,8.491,8.551,8.239,8.2185
7/23/2021,8.0565,7.7395,7.8995,7.69,7.738,7.6765,7.6035,7.979,8.4355,7.8345,8.465,11.3705,12.324,10.212,15.2605,19.2215,20.807,24.9135,16.718,16.704,18.009,18.793,21.888,17.6535,15.7225,13.3285,13.539,10.682,12.6665,12.756,12.2675,10.323,9.738,9.807,9.666,9.777,9.699,8.9625,8.993,8.9915,8.3185,7.375,7.062,6.7645,7.0215,6.5765,8.1255,10.162
7/24/2021,6.8685,6.4345,6.9895,10.8755,9.14,7.3685,7.0205,7.0165,7.1395,8.5055,9.3805,10.88,16.5965,11.0815,16.271,21.403,18.4725,22.725,17.778,19.0925,17.7355,18.541,17.658,16.6435,14.0115,14.2255,13.552,12.0895,12.5325,12.317,11.7835,10.5645,10.8,10.908,10.7905,10.3145,8.622,8.9595,9.014,9.148,8.4115,9.721,9.718,9.1055,7.6855,7.662,8.0875,7.619
7/25/2021,7.3705,7.399,7.376,7.2835,7.268,7.3985,7.513,7.43,7.591,7.584,8.7415,13.1,14.113,10.6625,19.072,20.204,18.3905,23.6575,16.452,19.545,14.51,20.4295,16.0775,12.331,14.7405,13.724,10.669,10.8035,11.75,10.682,9.6535,9.956,8.914,10.6595,10.1755,10.6075,8.9485,8.682,8.923,9.1865,10.1915,9.5795,9.574,8.8895,8.2105,7.898,7.7045,8.3145
7/26/2021,8.3365,7.857,9.8355,11.405,8.411,7.8415,7.4265,7.457,8.1505,17.39,12.4625,19.684,18.8625,19.6505,17.125,19.219,17.954,17.9935,18.024,14.3125,20.5665,20.37,19.4575,15.449,14.0155,12.3595,13.014,12.025,12.4305,10.813,11.1295,10.734,9.9785,10.604,10.98,11.004,9.7465,9.082,9.6625,9.2645,9.8585,9.491,8.343,8.1095,7.897,8.0345,9.976,9.2
7/27/2021,7.797,7.54,7.5785,8.1845,7.488,7.512,7.449,7.429,7.6725,16.1505,10.016,12.884,19.513,17.4825,16.355,16.5795,18.7455,21.467,14.0125,13.597,19.9455,21.0445,15.711,13.6865,12.329,11.547,12.723,12.29,11.1625,11.754,10.596,9.756,9.892,9.6375,10.1295,9.89,8.957,9.0945,9.5945,9.9435,10.0515,9.943,9.424,9.2795,8.683,8.4245,8.5715,8.0685
7/28/2021,8.2165,8.048,8.092,8.669,9.219,14.1275,8.053,8.0055,8.477,15.779,13.8415,18.3755,18.4295,17.0665,19.4645,16.888,20.9145,18.1165,14.89,18.999,17.782,19.5645,18.8735,19.131,18.892,15.1905,15.438,13.3265,15.6285,13.7105,12.2135,11.56,11.4245,11.3965,12.0245,12.204,11.3715,9.6275,9.7795,9.898,9.9385,9.7175,9.14,9.0085,8.703,8.414,8.4405,8.714
7/29/2021,8.534,8.169,8.1035,8.209,8.059,8.0935,8.1915,9.991,11.04,12.162,9.815,19.9235,18.329,16.604,17.725,16.5655,19.583,17.5175,12.6825,16.4345,18.536,16.3405,19.0265,17.7705,17.901,13.5305,14.3885,14.2625,12.07,11.202,10.9425,11.4565,10.1955,11.281,11.553,9.9245,9.193,8.9825,9.188,9.0605,9.1945,9.2405,9.136,8.7565,8.1915,7.8575,7.695,7.575
7/30/2021,7.4685,7.62,9.6575,9.7565,8.0025,7.6415,7.5755,7.494,7.612,7.9805,8.311,11.13,11.9185,9.916,11.7265,21.53,18.9835,20.694,23.635,11.5405,23.151,20.207,16.954,15.282,13.737,18.198,16.6725,13.1405,13.8595,14.8505,12.8895,11.48,11.228,11.6715,11.1065,11.1535,8.8265,8.9465,8.941,8.756,8.937,8.9555,8.9935,8.5335,8.232,7.9065,7.735,7.541
7/31/2021,7.598,7.598,7.468,7.457,7.4105,10.465,9.734,7.6125,7.5775,7.832,7.394,7.503,7.9345,8.998,18.0725,15.399,20.6145,20.314,16.8545,18.018,21.0035,18.5905,19.1555,11.6005,15.3275,10.099,11.2075,11.4555,12.0035,13.897,13.1545,11.6555,10.5415,10.6615,10.607,10.02,8.931,9.056,9.0725,8.8285,8.7745,8.8325,8.71,8.1775,7.863,7.7785,7.7355,7.728
8/1/2021,7.784,7.9175,7.942,7.928,7.8605,7.8255,7.874,7.82,8.213,15.664,9.008,10.023,11.5875,9.8675,22.137,20.007,17.8765,17.2075,14.153,16.06,17.1605,17.37,18.143,15.9165,17.0495,11.7205,11.806,10.2995,9.0625,9.6305,9.1145,9.0895,9.3555,9.861,9.5935,8.805,8.082,7.9155,7.639,7.715,7.992,7.829,7.698,8.6745,10.889,9.149,7.4365,6.815
8/2/2021,6.704,6.5415,6.5095,9.186,8.87,6.6465,6.679,6.5775,6.9,13.664,13.0945,20.945,21.062,14.244,21.7895,19.8765,14.1845,21.3675,15.5315,14.1295,19.0285,17.2915,19.48,16.0645,15.023,12.314,11.9285,12.8535,12.0195,10.631,9.4375,10.0525,8.898,9.1945,9.392,8.889,8.57,8.1505,8.597,8.195,8.411,10.706,7.2615,6.7155,6.5335,6.4485,6.1115,6.0005
8/3/2021,5.9935,6.023,5.993,5.931,5.943,5.936,5.8845,6.18,6.021,15.7975,11.2445,11.0305,17.667,14.876,18.676,21.192,19.8915,21.055,17.131,19.583,13.6825,22.469,16.062,18.748,12.9435,14.6685,14.652,11.998,13.2925,11.6855,11.207,10.746,10.474,10.1675,9.493,10.1335,9.122,9.0465,9.064,8.228,8.3455,7.7165,7.692,7.019,6.607,6.6875,6.583,6.6305
8/4/2021,6.229,6.112,6.1925,6.1495,6.116,7.3425,10.6935,8.6195,6.2105,17.667,10.73,21.3275,18.7105,16.4725,21.707,17.7995,17.8385,16.472,12.5155,15.936,19.1685,21.463,19.712,14.2255,14.364,12.822,14.8235,12.4175,12.7145,11.019,9.3555,10.3275,8.5645,9.416,8.453,9.077,8.3175,8.182,8.348,8.23,8.529,8.201,8.6395,7.884,7.5675,7.762,7.6405,7.624
8/5/2021,12.452,8.465,6.859,6.625,6.6305,6.459,6.426,6.4455,6.405,7.4835,7.1375,7.455,8.0415,9.6565,21.1795,13.809,26.085,17.873,19.0365,12.571,18.772,18.48,14.7575,19.6315,12.536,12.0955,13.319,13.987,11.7105,13.046,10.8645,10.5035,9.9435,9.431,9.9945,9.1735,9.407,8.7305,8.915,8.258,8.437,8.3755,8.1395,7.101,6.694,6.5545,6.5195,6.2845
8/6/2021,6.2185,6.3805,6.365,6.287,10.9425,11.826,6.8165,6.593,6.9625,7.2045,7.504,9.967,10.2975,10.0285,17.361,22.518,22.509,18.2265,23.4515,12.16,20.757,18.013,24.1485,16.4065,19.325,14.96,12.3195,13.8725,12.398,12.697,11.8755,10.1775,10.065,9.147,9.268,9.453,8.426,8.163,8.113,8.734,8.0885,8.1285,8.239,7.6655,7.3855,7.5145,7.426,7.373
8/7/2021,7.242,7.26,7.1505,8.1125,10.4695,7.2595,7.1095,7.1695,7.675,8.1315,8.227,10.0505,11.118,9.581,10.246,12.9235,11.52,11.0135,14.571,20.9545,15.484,20.679,16.885,20.946,22.9565,12.4545,14.1375,21.6995,14.613,20.912,12.795,16.3235,14.5655,9.544,9.3395,9.0245,7.8625,7.78,8.589,8.6615,8.223,7.758,7.451,7.039,6.853,6.81,6.7295,6.715
8/8/2021,6.5535,6.566,6.509,6.806,9.7745,6.44,6.311,6.4035,6.545,9.007,8.659,11.091,17.2615,11.104,20.629,17.2375,18.2625,18.218,13.447,10.985,20.3385,12.991,18.0165,13.3785,13.7125,13.8355,10.199,10.8025,11.259,10.103,8.633,9.6725,9.568,9.7875,7.683,7.6325,7.5915,7.409,7.8515,8.3765,7.931,8.3665,14.141,9.5045,6.533,6.9945,6.2015,6.202
8/9/2021,6.059,6.2895,6.456,6.125,6.1265,6.0875,6.114,6.601,6.0335,15.9975,15.8385,7.562,10.4145,10.2605,23.6475,14.8435,21.7005,23.3765,16.661,20.9145,19.8135,26.02,16.7235,12.4505,13.251,13.252,12.9885,14.3555,15.308,13.3135,10.72,8.807,9.271,9.088,10.756,10.282,10.4675,8.178,7.736,7.8105,7.749,6.9665,7.1565,6.5235,6.5025,6.4025,6.182,8.4065
8/10/2021,9.4235,9.3735,9.717,6.1085,6.1675,5.9145,6.2405,6.002,6.595,7.3975,7.8545,12.844,17.5085,13.431,16.9715,18.322,17.351,21.3265,12.9445,16.745,16.196,20.9025,20.8975,21.577,18.91,15.899,16.287,16.6085,13.8425,12.012,9.6845,10.373,8.2965,8.7905,9.027,10.285,8.9975,8.0135,8.315,8.198,7.628,7.706,7.574,7.0385,6.5705,6.5995,6.4225,6.633
8/11/2021,6.394,6.3875,9.7355,13.5835,6.707,6.4745,6.2285,6.2725,6.518,16.3105,14.255,16.9005,11.4795,8.6875,19.024,17.788,24.3665,15.5145,20.3285,14.399,20.425,19.798,15.9445,16.998,19.696,15.0545,14.4195,12.42,11.5045,12.6125,10.38,11.0395,9.1785,9.6205,10.1355,10.9795,8.973,7.809,8.326,8.3895,8.5155,8.107,8.1045,7.646,7.0765,7.1905,7.267,6.8775
8/12/2021,6.835,6.45,6.3,14.476,6.675,6.263,6.244,6.11,14.45,10.139,7.627,9.702,10.342,8.5225,8.561,11.974,18.1665,16.043,16.0515,10.5055,24.7965,15.745,23.6625,18.9805,15.2675,20.544,19.3595,15.1385,12.9045,13.5505,11.3965,10.2745,9.3875,10.1835,11.048,11.112,9.0075,8.784,8.7155,9.239,8.9175,8.6375,8.1165,7.8,7.2955,7.2495,7.264,7.39
8/13/2021,7.4345,7.282,7.9945,7.712,7.127,7.0375,7.049,7.007,7.323,8.3915,8.4205,10.719,15.182,15.9735,13.1145,12.6155,19.485,14.526,19.6855,16.639,18.604,20.162,20.097,21.834,18.081,17.2425,15.047,14.2105,12.622,12.9825,11.282,10.6555,9.713,10.7135,10.7375,10.3245,9.1055,8.6025,9.231,9.4965,8.967,8.304,10.8105,10.057,9.866,7.633,7.534,7.4435
8/14/2021,7.3485,7.4215,7.35,7.3475,7.57,7.388,7.3265,7.4605,7.4795,8.1945,8.389,8.6115,11.7345,10.5975,13.618,19.958,20.9785,21.8995,16.5715,13.0185,20.2255,21.065,17.712,15.9015,13.755,11.952,11.134,11.2135,10.3095,10.1435,10.049,9.557,10.4825,9.961,9.7715,9.932,9.054,8.9945,9.2935,9.069,8.595,8.3785,8.3165,8.004,7.8475,7.5365,7.5135,7.4305
8/15/2021,7.435,7.399,7.281,7.311,7.329,7.1605,7.108,7.089,7.1855,7.4705,7.897,7.605,8.378,8.2555,16.8285,15.992,22.103,18.9,21.852,15.646,16.444,19.9915,16.862,16.4825,11.708,11.1605,10.71,11.4265,10.1465,9.9255,10.155,8.6835,8.836,9.1855,8.826,9.0145,8.3465,8.211,8.6595,9.1175,9.4505,8.316,7.8035,7.7275,7.6125,7.4325,7.525,7.549
8/16/2021,7.444,7.433,9.8685,9.685,7.9255,7.301,7.2615,7.129,7.2665,7.2315,7.5085,7.7045,10.0855,11.5285,11.501,14.7085,22.189,17.5985,23.162,20.5785,19.15,20.8115,16.7745,16.723,14.7035,18.3345,17.197,15.2835,14.133,13.9115,10.329,10.5085,10.239,10.439,11.0135,11.1355,8.9645,9.3735,10.21,9.3665,8.802,8.4715,8.3875,8.03,8.1425,8.2265,7.8305,7.6465
8/17/2021,7.597,7.4775,7.4945,9.267,9.3345,7.4735,7.3865,7.313,7.6855,7.862,8.4735,8.454,8.4385,8.6385,15.5825,21.335,16.6335,19.7305,21.029,12.627,19.502,19.9475,15.889,16.8445,14.069,13.51,12.9855,11.2235,11.6935,12.4835,9.9485,9.557,9.2965,9.3685,9.891,9.558,9.903,9.538,9.583,9.101,8.5475,8.0415,7.429,7.463,10.8835,9.883,7.6145,7.081
8/18/2021,7.0775,7.0595,7.038,6.9485,6.967,6.9955,6.829,7.033,7.091,7.673,8.139,8.3735,8.977,10.446,11.861,18.7335,21.7805,17.667,12.9165,14.3215,20.572,16.7925,20.797,20.164,20.86,17.5695,19.143,20.4285,16.528,13.6185,11.5745,10.4065,10.9515,9.6765,11.261,10.1335,9.3425,9.3625,9.444,9.5395,9.04,9.1465,12.5375,9.7525,7.7625,7.357,10.0105,7.7205
8/19/2021,7.442,7.407,7.4575,7.374,7.268,7.3185,7.2035,7.272,7.637,8.118,8.318,8.1375,8.2935,8.8115,11.809,12.751,13.3945,20.4315,14.2145,21.4715,14.3435,23.485,19.197,15.749,15.9895,15.8055,11.9405,20.115,16.287,15.3745,11.743,11.4175,11.2755,10.0265,10.7365,10.7365,9.382,9.467,10.157,10.9005,9.456,9.561,9.133,8.5785,8.197,7.897,7.9865,8.037
8/20/2021,7.793,7.804,7.816,7.7315,7.701,7.6755,7.7115,7.6975,7.6465,8.052,8.7995,8.5165,9.325,11.7655,18.923,20.0965,17.834,22.4495,17.7825,15.7295,22.531,18.3055,15.0425,19.089,13.823,12.192,11.5645,13.2395,12.7405,15.257,12.0815,11.55,11.2785,10.048,9.576,10.391,10.109,9.2445,9.9225,9.1785,9.536,9.689,9.0925,8.662,12.594,10.908,8.94,8.4515
8/21/2021,8.175,7.9645,7.456,7.5735,7.501,7.452,7.3935,7.449,7.569,7.9475,8.432,8.6395,8.175,9.0525,13.9955,14.8505,14.723,19.784,21.794,19.0015,15.82,20.1095,18.2795,15.4815,15.803,11.8725,13.7665,12.8955,12.7585,13.4765,12.1565,10.488,11.6295,10.301,10.8025,11.49,9.905,9.3535,10.0825,9.4715,8.8155,10.6475,8.134,8.1875,7.594,7.501,7.7295,7.582
8/22/2021,7.6235,7.507,7.441,7.2175,7.3395,7.34,7.3215,7.3145,7.528,8.298,9.045,9.245,9.0055,9.1045,12.367,17.237,19.1235,20.1675,25.45,15.746,17.848,19.378,19.158,12.42,11.8905,12.676,13.9335,11.6905,10.3915,12.7505,11.616,10.5135,10.628,11.2795,11.5155,11.1285,9.209,9.164,9.8935,10.0375,9.4525,9.889,8.648,8.4305,7.9825,8.053,7.8995,7.8595
8/23/2021,7.5595,7.7355,7.693,8.641,8.2545,7.993,7.9995,7.882,7.9115,7.8345,8.547,8.404,10.16,11.3685,19.203,19.988,18.341,19.645,22.324,17.051,24.9325,20.883,15.3065,13.326,11.852,11.6915,14.313,11.9995,14.4915,13.5615,10.8425,9.5235,10.6675,9.9,10.63,11.2355,9.401,8.4635,9.906,9.6015,9.3295,9.374,8.528,8.194,7.7975,7.549,7.5775,7.577
8/24/2021,7.466,7.277,7.389,7.535,7.329,7.414,7.1025,7.0185,7.0375,7.4265,8.103,8.6625,10.4175,11.765,15.9465,16.043,20.6655,21.22,18.8045,15.4785,21.322,21.5385,21.3045,16.9735,13.415,15.332,13.8,13.385,13.4225,13.006,11.757,10.3615,10.368,10.498,10.1205,10.6875,10.8665,9.6025,10.0215,10.149,9.4335,9.4605,9.1785,8.4505,7.5605,7.4275,7.65,9.2985
8/25/2021,10.1785,7.634,7.3705,7.1855,7.297,7.352,7.273,7.386,7.644,8.1825,8.0845,7.787,9.739,12.38,12.335,18.3725,17.4525,19.969,14.4235,14.406,25.2525,20.067,18.0985,17.6,18.0465,12.9695,12.5125,15.7735,14.094,13.748,11.5205,10.3525,9.813,11.2725,10.2085,11.3525,9.695,9.5055,10.7345,9.139,9.939,9.5765,9.7145,8.688,8.5545,8.1205,7.612,7.508
8/26/2021,7.3795,7.288,7.4745,7.432,7.474,7.6345,7.5445,7.5985,7.7035,8.5225,8.797,8.2555,9.6305,10.887,14.227,17.118,19.268,16.8335,13.689,19.1665,21.603,20.983,18.5435,17.21,16.633,15.4885,15.051,13.2735,13.3655,14.884,11.749,10.9045,9.8795,10.114,9.2885,9.896,9.9365,10.159,9.9335,9.7415,9.3545,9.454,8.427,7.7855,7.8115,7.8035,7.9665,7.5675
8/27/2021,7.4755,7.569,7.631,7.341,8.447,7.242,7.164,7.3405,7.501,9.497,15.6895,8.8435,10.883,13.304,13.6095,13.0525,20.3065,18.494,18.5275,14.905,29.3265,20.005,17.4775,19.64,14.3715,13.728,13.952,14.8935,14.166,15.073,12.325,11.263,11.34,11.348,11.2705,11.2265,9.6955,9.452,10.2945,10.2055,9.648,8.9335,8.575,8.2505,8.2305,8.1185,8.0425,8.0625
8/28/2021,7.867,7.906,7.813,7.731,7.665,7.748,7.6205,7.5545,11.231,13.939,11.935,9.1085,11.7575,12.208,20.8585,20.012,17.426,23.147,11.5745,20.8915,17.767,19.413,17.904,15.2645,14.937,12.1975,12.197,10.927,12.4895,12.748,12.4165,11.354,11.007,11.1155,10.467,10.3385,10.767,9.384,10.2745,9.6725,9.399,8.6345,8.387,7.9105,7.4475,7.589,7.4745,7.4515
8/29/2021,7.446,7.3605,7.3735,7.406,7.3545,7.2115,7.2155,7.3375,7.1665,10.6395,11.495,8.644,11.396,12.437,20.6415,22.554,17.8775,20.3855,18.753,15.893,18.0745,19.4295,18.0265,14.1445,11.429,11.075,13.767,12.771,12.251,10.699,9.915,9.6225,10.094,11.2135,10.8755,9.1845,8.626,8.5295,9.8535,9.1325,8.8675,8.7945,8.1005,7.7275,7.4465,7.4305,7.4545,7.457
8/30/2021,7.5175,7.3115,7.317,7.152,7.1875,7.0635,7.0865,7.306,7.1535,7.276,8.6105,15.825,11.539,9.7075,20.205,18.249,19.9645,23.897,12.592,14.6485,19.717,18.907,18.595,17.1875,16.8735,14.0885,13.6495,12.4305,12.6315,12.492,11.8375,10.7245,10.127,9.843,9.7565,11.0885,9.4515,9.599,10.091,9.4665,9.3645,8.9695,8.5065,8.1735,7.9075,7.8125,7.693,7.5715
