d01,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
2/25/2021,7.289,6.954,6.771,6.7305,6.8305,6.9045,6.6015,6.677,6.628,6.718,6.7565,11.2325,8.76,15.8845,17.5115,9.961,13.493,24.0095,16.1785,18.662,20.345,12.507,19.2325,19.8605,16.323,18.143,20.346,12.28,12.998,12.152,12.219,10.7795,11.6755,10.6085,10.9995,10.314,11.247,11.1765,9.0425,8.868,8.993,8.2385,7.746,7.4115,7.267,6.6345,6.5085,6.396
2/26/2021,6.5515,6.464,6.399,6.192,10.4535,7.123,6.2095,6.2205,6.2795,6.169,12.968,10.8785,9.511,11.0415,10.588,9.8175,20.658,16.685,23.5355,20.4665,14.54,15.107,18.148,18.5175,13.9005,16.0995,18.4155,16.1515,12.112,11.14,11.9025,12.1115,12.4405,10.586,9.8335,11.0435,11.2235,10.2115,8.6965,8.5335,8.487,8.025,7.4185,7.2815,7.3135,6.936,6.5915,5.965
2/27/2021,6.0195,5.941,5.909,5.775,5.7965,5.76,6.2775,5.851,5.894,5.9135,5.9245,6.786,7.4485,7.4235,9.7705,13.787,22.183,16.4215,21.358,20.048,19.8635,14.2795,18.7085,20.019,17.23,18.4835,20.822,15.005,13.8565,11.9885,10.4305,11.8485,12.568,11.0275,10.227,9.325,10.2835,10.5025,10.562,8.352,8.657,9.822,8.0315,7.7935,7.2645,6.924,7.1805,6.522
2/28/2021,6.527,6.0585,5.9335,5.907,6.2535,8.7035,8.073,6.2385,5.9645,6.217,6.4455,7.35,7.5865,8.264,19.5815,18.9465,18.083,26.083,18.988,19.86,22.3105,12.627,20.9265,16.029,21.1325,17.3645,14.601,11.8115,10.9435,9.6985,10.608,11.5475,10.2115,10.8665,10.8725,10.3325,9.279,10.6305,9.038,8.551,8.9255,8.8075,8.435,8.495,7.949,7.918,7.6715,7.185
3/1/2021,7.087,7.185,7.089,7.0375,6.886,7.1495,7.0025,6.743,6.8355,7.081,7.5785,7.811,12.8405,12.42,11.341,13.646,11.984,12.3465,22.8135,13.549,23.9135,15.995,17.022,20.4735,18.009,22.7905,17.3035,17.2155,15.9155,19.8975,12.54,10.9065,9.9245,10.4865,9.6195,10.2915,9.925,8.7615,8.6105,8.6255,8.5655,8.8195,8.313,8.1905,8.1855,7.7265,7.6405,7.3975
3/2/2021,6.9285,6.8255,7.521,6.888,7.082,6.8865,6.814,7.099,6.7595,6.6085,7.257,8.9725,17.055,12.0135,21.46,10.7255,22.3945,21.3015,17.915,20.9575,19.2585,12.852,19.979,19.794,21.413,20.043,20.6955,15.7805,12.711,12.882,12.809,12.8875,11.315,11.701,10.809,10.3905,10.9265,10.808,8.651,8.7785,8.6365,8.1525,7.6605,7.724,7.6725,7.466,7.403,6.9655
3/3/2021,6.972,6.704,6.9005,6.529,6.4275,6.223,6.5735,6.523,6.5745,6.6015,6.6675,12.336,8.3065,7.7575,16.1115,13.705,11.9705,21.6495,19.8165,17.666,24.4365,16.4525,16.912,17.489,17.279,22.437,17.853,19.5515,15.1335,17.708,14.536,12.764,13.144,12.6195,11.342,12.248,10.9265,11.003,10.445,8.7525,8.674,7.931,7.604,7.1595,7.187,8.791,6.763,6.1175
3/4/2021,6.269,6.1665,6.204,6.0105,6.0795,6.0125,6.0105,5.9155,6.0315,6.011,6.1515,13.0365,10.896,11.7535,16.1385,11.317,21.1215,19.3665,17.703,21.8275,18.0775,15.32,17.545,16.293,21.7505,14.945,17.301,16.522,16.0805,13.6415,12.797,13.111,12.2655,10.548,11.8105,10.6695,10.2905,9.9575,9.2735,8.8125,8.461,8.429,7.9485,7.2965,6.8405,6.494,6.762,6.351
3/5/2021,6.4035,5.983,6.761,6.2215,6.333,6.204,6.3635,6.208,6.2245,6.143,7.182,13.821,14.7905,13.3425,20.856,19.652,16.2295,18.0495,17.3245,18.678,18.552,14.6875,18.488,19.858,15.8995,14.63,16.8395,17.0185,12.269,10.871,10.7545,12.2365,14.8035,11.853,11.0335,11.4305,10.9305,10.221,8.9295,8.2645,8.451,8.156,8.62,8.1525,9.1075,7.459,6.889,6.43
3/6/2021,6.4215,6.3445,6.312,6.129,6.1965,6.399,6.2235,6.362,8.426,9.4215,6.653,7.1025,7.6815,11.0315,11.5435,11.3035,21.3605,20.9005,17.0115,22.6985,20.015,18.3215,17.5625,16.787,17.5105,15.982,13.5685,12.723,12.4805,11.6715,12.068,11.704,10.3905,10.7035,10.904,10.941,10.7675,10.555,8.5105,8.7425,8.954,8.2725,7.713,7.214,7.3295,7.415,7.205,6.9195
3/7/2021,6.6175,6.2165,6.403,6.42,6.279,6.2185,6.327,6.0595,6.017,5.809,6.1885,10.224,11.425,16.2995,15.687,18.798,20.132,18.7955,21.425,21.6775,16.1435,20.104,16.2485,17.7795,16.6625,17.3035,16.274,14.8605,10.311,11.9585,10.1745,11.2855,8.9725,10.5965,9.4755,10.178,10.9995,11.082,8.459,8.1755,8.5755,8.266,7.8295,7.517,6.915,6.9705,6.6335,6.578
3/8/2021,6.9375,6.3955,6.226,6.434,6.42,6.293,6.2045,6.0875,6.2055,6.308,6.5,13.71,8.588,8.071,19.784,14.888,20.58,18.608,23.6315,23.183,22.425,15.528,18.778,19.6295,19.1215,14.5575,19.347,15.4085,17.1355,12.916,13.482,14.157,12.467,11.9535,11.405,11.227,11.2995,10.7035,9.6,8.9545,8.552,8.331,8.2945,7.762,7.709,7.2075,7.169,6.782
3/9/2021,6.5115,6.102,6.1585,6.005,6.2365,6.3045,6.345,6.2095,6.374,6.4535,6.2885,13.513,11.1565,19.3495,16.853,18.554,12.2065,16.9955,18.4315,22.222,15.202,17.305,20.906,18.675,19.936,16.005,15.217,14.0915,12.8915,12.6685,12.4915,10.812,9.806,10.743,10.1315,10.834,10.469,8.887,8.669,8.395,8.2965,7.713,7.1235,7.4375,6.9915,6.479,11.544,8.069
3/10/2021,6.2205,6.093,6.106,6.3025,9.5275,6.1515,5.962,5.981,6.0335,5.883,6.3275,13.538,9.844,11.886,11.771,10.331,12.0735,18.295,14.2735,17.2295,18.0945,19.2925,18.736,25.378,20.9075,21.287,18.652,21.058,17.077,16.645,15.0545,13.092,11.953,10.3475,9.9845,10.912,10.779,10.841,9.1355,8.746,8.731,8.522,8.2465,8.012,7.752,7.319,7.125,6.74
3/11/2021,6.7365,6.4045,6.529,6.7165,9.373,9.3075,6.7265,6.5625,12.289,10.592,6.6875,15.5415,11.8605,12.2875,10.6675,10.1905,12.368,12.438,17.0885,21.2885,14.7355,21.722,16.32,24.1635,17.535,20.8075,19.0815,18.601,20.663,15.8175,13.315,13.18,10.526,10.3905,10.2355,11.0015,11.4425,10.662,8.8635,8.202,8.61,8.143,7.9205,7.404,6.8515,6.808,6.306,6.063
3/12/2021,5.9425,5.7485,5.719,5.8295,5.8595,5.8185,5.741,5.7245,5.785,5.944,6.1625,14.3585,12.049,23.416,17.8955,13.949,20.9915,17.1155,11.6905,20.042,14.1445,12.3565,23.067,14.286,21.4745,18.117,18.2425,19.1625,13.851,18.172,15.5435,13.211,12.439,10.2145,10.42,10.877,10.4785,9.9555,8.932,8.3285,8.8225,8.2725,8.3,7.6915,7.579,7.2855,6.532,6.509
3/13/2021,6.521,6.215,6.181,6.104,6.0385,6.181,6.0775,6.368,6.3045,6.8245,7.078,16.6195,9.819,18.594,15.2285,10.419,12.3615,18.449,19.4335,14.1325,12.6225,11.71,19.1225,16.254,21.3365,17.96,14.2915,15.4915,13.63,10.7655,12.257,12.9475,12.575,10.789,11.074,10.796,10.736,10.576,9.941,8.9095,9.039,8.534,7.9685,7.8155,7.4235,7.4635,7.463,7.002
3/14/2021,6.8285,6.9895,7.343,6.696,6.6425,6.304,6.309,6.182,6.3365,6.5815,6.5195,6.9145,7.3145,7.5145,11.63,9.0175,12.727,15.678,19.2745,16.9155,23.4765,12.7135,22.3625,17.0855,21.844,18.2285,16.6175,13.0415,10.2915,10.1855,11.4395,10.472,10.893,10.046,11.2385,10.1325,10.402,9.1645,8.551,8.65,8.895,8.284,7.673,7.818,7.381,7.2495,6.7725,6.575
3/15/2021,6.2815,6.791,6.18,6.4145,6.237,6.315,6.293,6.293,6.164,6.21,6.4635,14.4415,11.1955,17.181,17.369,15.746,17.0005,18.786,22.6495,22.782,14.1905,17.554,15.997,18.976,18.1025,17.0855,14.3615,16.153,14.073,13.1535,13.7555,13.3985,11.0575,10.537,10.67,11.005,11.016,9.9165,8.5915,8.8255,8.679,8.719,8.4915,8.316,8.265,7.5145,7.193,7.2345
3/16/2021,7.0795,7.142,6.998,6.8735,7.0265,6.974,6.971,6.915,7.01,6.972,7.0625,14.203,10.0215,8.289,8.758,8.6945,18.2335,17.895,23.6395,20.9805,19.124,11.9805,19.59,18.403,22.1285,17.3385,15.1415,16.5075,14.8675,11.5705,12.2615,13.3435,11.425,10.341,10.583,11.2295,10.91,9.8025,8.824,8.891,8.6765,8.478,7.98,7.718,7.4545,7.319,7.142,6.7275
3/17/2021,6.757,6.753,6.6495,7.0085,6.745,6.908,6.7535,6.6715,6.7045,6.9425,7.1115,13.732,9.549,8.184,11.419,15.996,24.2835,19.554,21.864,20.01,16.987,16.971,25.411,19.5395,26.268,17.803,16.612,17.0265,22.133,10.8505,11.415,12.9135,12.7355,10.5185,10.408,10.745,10.975,11.251,10.4915,8.6275,8.66,8.483,8.218,7.9475,7.5645,7.6935,7.2565,7.0925
3/18/2021,7.015,6.7065,6.716,6.5695,6.7265,10.981,8.056,6.5975,6.526,6.33,6.835,7.033,7.2835,7.3895,10.6945,9.614,23.68,15.2345,18.7075,17.217,12.0035,11.726,21.064,17.1895,22.84,18.6195,21.628,18.0645,17.887,13.0425,11.731,15.156,14.3195,11.8925,11.817,10.3095,10.48,9.784,8.383,8.754,8.503,8.241,8.179,7.8445,6.866,6.753,6.21,6.2135
3/19/2021,6.0345,6.258,5.998,5.933,5.967,10.055,7.0095,5.9595,5.82,5.819,6.068,15.0345,12.5725,9.7945,12.142,10.8795,10.992,13.9355,22.2095,24.6965,13.979,13.758,24.4155,16.799,23.423,20.257,17.995,17.3175,13.726,18.044,17.398,12.4985,13.104,11.2645,11.5645,10.101,10.0685,10.0245,9.7175,8.6515,8.8695,8.146,8.201,8.138,7.3365,6.896,6.7705,6.39
3/20/2021,6.2805,6.2745,6.41,6.1865,6.798,6.2775,6.1335,6.299,6.2515,6.5955,6.5795,12.5605,10.05,7.326,16.347,15.5715,10.6925,12.072,13.806,11.762,14.1765,16.933,17.04,20.1705,18.6055,14.4655,13.4525,20.1015,20.226,18.007,21.982,16.1475,14.4175,11.223,9.412,10.611,11.0595,11.146,10.058,8.9425,8.833,8.345,8.1545,7.5455,7.4105,7.1025,6.6445,6.401
3/21/2021,6.297,6.279,6.209,5.994,6.0995,6.2825,6.164,6.208,6.2825,6.039,6.581,8.959,7.7415,13.484,17.486,13.44,16.368,18.1295,20.304,18.395,22.4525,17.3345,16.712,18.0815,19.4705,14.808,11.81,14.0455,17.397,11.595,12.204,12.5185,10.749,11.5445,11.699,10.577,10.423,11.248,9.7995,8.6955,9.08,8.2505,8.1615,8.0285,7.7755,7.049,6.523,6.6735
3/22/2021,6.425,6.411,5.971,5.948,6.0795,5.884,5.7705,5.754,5.8755,6.129,6.513,16.9075,15.376,13.3195,20.1165,12.5435,16.6085,18.7555,17.717,20.6075,13.7275,17.952,18.9615,21.205,14.7035,13.2865,11.5395,11.8205,13.7965,12.271,13.342,13.146,12.562,11.5985,10.67,10.5385,10.994,10.963,11.1835,8.6735,8.7565,8.0255,7.9345,7.4575,6.9515,6.9215,6.941,6.8035
3/23/2021,6.4835,6.261,6.64,6.4625,6.4805,6.137,6.1995,6.1515,6.099,7.0475,10.774,14.979,13.5535,19.372,16.7425,14.4285,21.882,22.119,20.2785,21.79,20.008,14.7285,20.1345,13.8035,20.2265,20.2265,18.729,12.69,13.194,15.8035,12.792,11.4,10.653,10.694,9.907,9.845,10.094,10.0315,8.5365,8.871,8.9595,8.0595,7.6185,7.704,7.472,7.183,6.8825,6.883
3/24/2021,6.8715,6.719,7.0955,6.6165,6.741,8.022,6.9955,6.671,6.5835,6.5425,6.866,17.409,13.2995,21.7145,16.999,15.1495,21.89,21.6475,21.4435,19.7745,12.5435,15.79,20.3025,20.792,18.4245,20.5985,14.0405,12.9295,11.533,11.9025,13.2725,10.9695,13.604,10.139,10.292,10.54,10.8095,10.404,8.438,8.5945,9.382,8.4805,8.209,7.68,7.0455,6.733,6.58,6.54
3/25/2021,6.243,6.165,6.1245,6.36,6.671,8.7945,9.0115,6.4865,10.3455,8.9935,6.868,12.3725,9.7385,22.1355,19.1545,15.5595,22.1635,17.0225,13.7955,12.4415,22.6105,16.03,17.4775,22.043,13.2865,20.5715,17.3035,22.873,14.7945,12.912,12.321,12.9065,11.436,10.746,9.777,10.578,10.694,10.162,8.36,8.4075,8.6605,7.9725,7.7565,7.494,7.453,6.843,8.152,9.9335
3/26/2021,8.0585,6.461,6.454,6.1905,6.188,11.5255,8.679,7.6905,6.611,7.32,7.758,14.292,18.173,18.3695,18.191,14.4165,15.486,22.063,15.838,23.624,20.1165,15.7565,21.1175,16.1215,16.979,15.9005,14.689,12.3735,11.527,10.75,11.209,13.0465,13.1195,10.4115,10.2295,10.7465,10.645,9.594,9.044,8.9205,8.9985,8.1575,8.0015,7.5375,7.486,7.7045,7.214,7.1675
3/27/2021,7.1865,6.937,6.8425,6.838,7.025,11.3805,7.12,6.878,6.8465,10.108,7.103,7.331,8.0515,8.1745,9.9405,15.743,13.561,23.8085,18.762,19.653,21.029,17.1275,15.6675,17.2665,15.1135,19.724,20.3,20.6825,12.82,11.9125,13.657,13.3885,12.152,11.019,11.2195,10.3245,10.4555,9.9265,10.345,10.189,8.817,8.648,9.0405,8.2065,7.9365,7.01,6.612,6.707
3/28/2021,6.539,6.477,6.7015,15.9105,8.6325,6.9065,11.1145,9.007,7.1935,7.563,7.689,7.604,11.4905,16.711,21.689,16.6795,19.45,18.1505,17.9025,15.5995,16.9675,22.5895,19.7375,20.267,15.219,13.161,15.747,11.582,10.5365,10.3945,9.857,11.3325,9.983,9.864,10.078,9.656,8.9895,8.621,8.8725,8.4,8.165,7.8815,8.0025,7.671,8.508,13.4975,11.5715,7.7775
3/29/2021,7.1665,12.923,7.6565,6.903,6.716,6.6515,6.858,7.0305,7.547,15.8825,10.0455,12.59,10.319,10.0765,13.6625,21.4295,13.336,12.9865,21.1655,14.696,18.3555,17.3105,21.827,19.194,19.803,18.9815,23.597,17.648,16.959,11.786,10.2895,10.798,9.6685,9.6495,9.07,10.1715,10.175,8.5175,9.035,8.808,8.193,8.167,8.29,8.0555,7.523,10.401,8.321,8.444
3/30/2021,8.553,8.3835,9.9955,6.7895,9.0795,6.5205,6.562,6.554,7.6215,15.604,12.926,21.742,14.5515,17.6885,17.5995,20.5195,23.7125,20.4255,13.6265,18.993,18.0545,22.7255,14.4615,16.124,11.8535,12.396,11.6525,12.495,12.035,12.135,11.763,10.133,10.284,10.608,10.7055,10.4425,8.2785,8.9365,8.95,8.4255,8.5045,8.217,7.84,7.5505,7.679,7.3015,7.101,7.0585
3/31/2021,6.9345,7.216,7.069,9.773,7.7825,6.83,6.7295,6.7455,6.9115,17.3055,16.609,13.319,16.868,15.5815,19.106,23.7425,18.078,17.648,19.772,19.9405,14.767,15.656,13.2635,12.4135,14.492,16.0725,12.354,12.7725,13.7235,12.404,12.1245,11.296,10.834,11.657,11.279,9.8265,8.8045,9.6135,9.131,8.5425,8.8015,8.5305,7.8875,10.81,8.12,7.55,7.6305,7.7625
4/1/2021,7.226,12.2245,8.98,7.585,7.269,6.9965,6.9935,6.9525,7.0865,7.8815,7.9885,8.2155,8.714,11.6545,15.7565,24.1445,22.2935,21.305,21.2675,16.443,17.6975,19.296,17.537,28.2775,20.515,18.254,17.1015,10.725,10.4745,11.2735,10.1315,10.9425,11.031,10.6535,10.1115,9.8845,8.9205,9.232,9.8675,9.079,11.1525,10.4825,8.4295,7.9035,8.3795,7.4855,7.146,6.906
4/2/2021,6.795,6.7865,6.8045,8.224,9.9295,6.614,6.6055,6.5325,6.978,16.4425,10.846,10.143,11.8315,16.8385,20.7245,20.078,19.1465,21.871,16.316,16.0895,19.6495,16.954,17.974,18.4185,19.011,12.9605,11.895,10.1425,10.384,11.8725,10.874,11.6075,9.9695,10.597,9.2725,8.5055,8.7655,8.6755,9.377,8.535,8.2135,8.033,7.687,12.582,9.1375,7.1665,6.8195,6.7785
4/3/2021,6.828,6.611,6.5305,6.397,6.422,6.399,6.4445,6.4355,9.0735,15.19,16.617,17.354,20.117,17.4115,20.7055,19.443,18.663,20.428,18.356,20.607,16.1845,13.328,17.332,15.038,15.0795,14.5115,11.735,12.2765,11.4085,10.807,9.5185,9.96,9.4875,11.015,10.423,10.3655,8.593,8.723,9.4125,8.884,8.873,8.1455,8.213,8.0045,7.694,7.684,7.638,7.539
4/4/2021,7.478,7.4035,6.9555,6.788,8.4435,6.911,6.5795,6.6325,8.5865,17.907,15.244,15.367,13.713,12.5095,11.295,23.6145,18.2965,16.683,21.889,22.803,18.405,18.999,14.6605,18.5435,14.795,13.5505,10.328,10.521,9.498,10.221,9.506,10.191,9.6925,10.208,10.1575,8.9995,8.393,8.199,8.594,8.3305,8.025,7.78,7.5995,11.9235,7.616,6.8855,6.8365,6.917
4/5/2021,6.803,6.623,6.533,6.4675,6.7065,6.7225,6.4055,6.456,6.7085,18.098,11.088,16.47,15.5265,21.3445,19.816,17.1285,18.4145,16.048,13.0255,15.9035,17.785,19.11,18.2195,18.054,13.842,12.3345,12.152,12.8935,14.366,13.378,12.509,9.449,10.6445,10.976,10.366,10.522,9.202,8.7595,9.047,9.6385,8.45,8.1645,7.563,7.617,7.21,6.9885,11.3575,10.146
4/6/2021,7.2195,6.5425,6.714,6.4505,6.476,6.3795,6.352,10.881,10.052,9.7215,8.48,12.495,17.9585,15.799,14.4805,20.525,17.778,18.2215,11.2935,14.9595,23.94,21.2235,20.655,19.2395,16.3565,11.46,12.6065,11.1415,11.3965,10.766,10.0135,9.873,9.4445,9.6775,9.48,8.908,8.534,8.467,9.1065,8.6845,8.6695,8.1625,8.0655,7.583,7.429,7.606,7.6245,7.28
4/7/2021,7.5325,7.4065,7.3885,7.3125,7.3225,7.0825,6.9535,7.0825,7.399,13.252,16.065,18.294,22.8015,17.222,22.0985,21.2305,19.823,19.638,18.6245,12.092,17.747,15.9565,19.4205,17.862,18.6805,12.879,10.5605,13.4645,10.299,9.129,11.185,10.7095,9.668,10.4475,9.8785,10.087,12.2515,9.6575,8.8545,7.8935,7.943,7.677,7.464,7.0515,6.882,6.943,6.7685,6.5685
4/8/2021,6.487,6.2975,6.309,6.975,8.201,6.2775,6.136,6.182,6.8045,16.1735,18.4575,18.794,18.144,11.6165,15.8305,24.7085,16.143,25.113,16.3735,16.3195,18.8435,18.3445,19.0535,19.154,15.9635,12.3395,12.494,13.75,13.655,11.0595,10.4385,11.402,11.157,10.315,10.59,10.2815,8.211,8.9055,9.182,8.592,8.415,7.731,7.793,7.5565,7.089,7.1005,7.167,7.0145
4/9/2021,6.9605,6.8495,6.683,13.918,6.891,6.696,6.6735,6.7745,8.792,17.3425,17.454,18.705,18.5605,10.8795,18.109,18.901,23.128,18.451,16.506,11.863,20.0755,18.0855,16.409,15.998,13.131,15.203,11.8635,11.021,12.3515,12.1255,12.991,10.5815,10.9745,11.116,10.7225,10.6155,9.2305,8.3725,9.5985,8.293,8.283,7.561,7.5225,7.133,9.7725,7.3275,6.7105,6.584
4/10/2021,6.548,6.3525,6.369,6.4285,6.263,6.372,6.405,6.5255,13.502,7.34,7.765,7.436,9.076,11.1145,14.7015,15.3655,15.5765,19.846,21.572,12.7015,24.4985,16.7135,17.9915,13.181,13.5845,11.858,11.381,11.492,12.9385,13.93,12.8905,11.1235,11.0245,11.3475,9.4175,10.112,9.5045,9.177,8.6665,8.232,7.569,8.3105,7.5615,7.4045,7.1275,6.933,7.1075,10.033
4/12/2021,12.7325,6.812,6.413,6.611,11.1445,6.953,6.6985,6.537,6.968,7.384,7.648,12.123,9.848,10.602,19.7135,20.538,18.295,23.535,19.024,19.095,16.2245,20.0225,15.7655,18.7445,16.748,18.0405,10.8355,10.6745,10.665,10.8815,10.211,11.2015,9.711,9.3105,8.834,9.3815,8.8925,8.4005,8.677,8.1985,8.6575,8.4165,8.048,7.968,8.1065,7.4285,7.1875,6.832
4/13/2021,10.405,9.145,8.349,10.747,8.6645,6.9335,6.5575,6.443,7.027,7.8875,8.066,12.3485,10.7085,15.2245,11.86,22.4705,20.912,21.431,21.352,11.5295,18.675,17.774,17.9865,15.767,18.158,15.5365,13.461,12.18,13.4715,12.6855,10.6785,9.753,9.855,11.069,11.2855,10.9015,8.888,8.836,9.3855,8.3895,8.2125,10.026,8.3225,7.7295,7.096,6.943,6.966,6.701
4/14/2021,6.4845,6.802,6.476,8.2895,8.2095,6.6435,6.524,6.545,8.1575,7.516,7.2605,7.248,8.5265,18.3345,19.9275,20.087,17.435,21.554,18.407,14.575,18.5755,19.434,20.984,19.785,16.6075,14.8055,13.3545,13.2535,13.0995,13.687,13.849,13.7105,10.6985,10.8645,11.0465,10.879,10.5885,8.539,8.9945,8.214,8.2465,8.0445,7.7465,10.2995,10.2825,7.555,6.875,6.6095
4/15/2021,6.539,6.3855,11.2205,8.4895,6.522,11.5015,6.5205,6.323,6.67,7.812,7.275,7.8635,8.5775,10.779,18.3535,19.338,16.775,20.284,13.886,12.4355,25.5255,20.542,20.6535,20.965,17.9205,14.1375,11.883,12.1675,12.132,12.2715,12.7135,10.5845,10.153,9.9635,9,9.429,9.023,8.971,8.562,8.108,8.585,7.8815,10.7625,7.774,6.9655,7.0605,9.788,6.7345
4/16/2021,6.4815,6.4735,6.5195,11.7035,6.6535,6.3305,6.27,6.41,6.6525,7.0435,6.7095,6.695,8.582,10.3,12.3995,16.1905,15.8205,18.405,11.634,12.8305,23.101,14.883,22.827,15.156,22.684,15.638,14.223,14.405,13.459,13.1245,11.7025,11.969,11.5955,9.8505,9.021,8.8605,9.085,8.4955,8.52,8.267,13.7885,8.1725,10.2975,7.061,7.11,6.887,6.8655,6.672
4/17/2021,6.587,6.3595,6.204,6.1775,6.284,6.2495,6.176,6.1825,6.678,7.255,7.971,11.1435,11.817,10.506,15.307,12.776,11.8525,11.829,17.46,14.859,18.0005,18.0235,21.26,18.607,20.2315,15.1215,11.0365,16.448,19.6935,18.07,18.6845,12.6745,11.57,10.439,10.926,9.9295,8.095,8.12,8.753,8.103,8.1635,7.639,7.409,7.6865,7.19,6.793,6.8595,6.561
4/18/2021,6.5185,6.4715,9.0315,9.6405,7.398,6.752,6.7465,6.601,7.071,7.4455,8.324,11.5645,19.6335,13.398,15.504,19.6725,20.4785,20.418,14.3225,11.5675,20.669,14.023,18.4385,13.9325,12.95,13.9205,13.972,11.0355,10.2185,9.673,10.3095,9.6815,10.432,10.1895,10.307,9.12,8.1565,8.2985,8.658,8.224,8.048,7.834,7.906,7.2495,7.076,7.1685,7.0225,6.7955
4/19/2021,6.952,6.8175,9.122,9.8955,6.9695,6.833,6.761,6.751,6.801,14.1675,9.7215,8.0865,12.209,18.118,13.021,14.404,21.8005,22.1645,21.3915,18.4055,20.862,19.3325,21.331,15.884,16.844,15.0325,13.2595,13.4015,11.3615,11.719,10.0435,11.765,10.7255,10.945,11.148,11.1475,9.639,8.8665,8.9985,9.046,8.449,7.92,7.896,7.366,7.2415,7.1705,6.797,6.7765
4/20/2021,6.8035,6.7,6.7625,7.886,6.8885,6.9585,6.763,6.8555,7.0855,17.3395,9.5805,12.1265,19.167,13.0255,19.5845,16.4445,13.079,19.9365,17.619,17.589,23.2435,19.1325,18.5125,19.441,17.139,16.8435,16.5775,17.863,15.9055,11.633,12.122,10.714,10.1505,9.255,9.2995,9.8195,8.8705,8.6645,8.649,8.08,7.914,7.992,7.5425,7.583,9.091,8.9495,7.106,6.924
4/21/2021,6.883,6.856,9.134,6.8615,8.9925,6.947,6.8615,7.031,6.997,9.569,8.57,11.8875,14.297,11.1375,18.525,22.255,18.76,21.8305,15.0815,22.461,21.0905,20.3475,17.899,19.883,14.62,12.187,10.7375,13.062,12.2435,9.93,10.8245,10.103,10.7665,10.5475,10.071,9.0965,8.306,8.482,8.8455,8.257,7.9685,8.104,7.2245,7.035,6.901,6.857,7.044,6.9075
4/22/2021,6.7835,6.755,12.69,7.21,6.808,6.7645,6.6775,6.839,7.0005,17.3155,9.757,12.531,14.9935,14.587,20.6655,13.7725,12.3745,21.831,12.9545,11.738,23.0285,14.977,21.4505,16.162,20.737,15.0455,14.8095,11.655,13.3655,12.2095,12.654,11.196,10.677,10.456,11.003,10.6415,8.659,8.416,8.497,8.126,8.024,7.679,7.024,6.873,6.388,6.388,6.45,6.6685
4/23/2021,6.421,6.264,6.457,6.5295,7.3815,9.738,8.728,6.509,6.556,7.506,8.3125,12.8265,11.354,10.325,20.6765,21.0485,17.2655,25.4695,19.01,17.936,20.367,18.936,17.589,17.413,13.557,15.356,11.9595,11.9165,11.2485,10.9525,12.957,8.7815,9.4025,10.147,9.702,11.14,7.711,7.7425,8.194,7.995,7.543,7.4685,6.93,6.8705,7.7565,6.922,6.2635,6.4215
4/24/2021,6.2995,7.717,10.3375,6.325,6.2685,6.1535,6.1395,11.048,6.7085,14.3175,8.388,8.1105,10.699,17.475,13.8765,21.7985,21.1035,16.255,19.9425,13.7405,16.5285,19.396,17.8135,15.639,16.681,14.1865,13.971,11.489,12.1045,10.682,8.907,8.861,9.2155,9.0175,8.658,9.567,8.076,8.13,8.407,8.117,7.996,7.855,10.2625,10.1685,7.08,6.347,11.3365,6.2895
4/25/2021,6.5035,6.1875,6.0355,6.02,5.9465,5.9605,5.992,6.014,6.497,12.902,7.525,7.9055,10.417,15.041,19.2565,22.7995,16.5715,18.475,14.442,12.926,20.495,18.3255,21.3565,17.3515,13.5835,12.318,11.3725,10.263,9.0275,10.074,9.5885,11.1855,10.4255,10.202,9.35,8.372,8.4165,11.0285,8.2545,8.6125,8.509,7.48,7.5265,7.0485,6.675,7.167,6.8155,6.7965
4/26/2021,6.706,6.7105,6.5105,7.2375,6.329,6.335,6.1895,6.1755,7.2255,16.07,12.316,10.4935,11.258,10.4805,11.064,19.5495,15.382,20.475,12.692,14.4955,20.239,20.6565,20.2,22.132,19.3455,17.7785,19.0975,16.902,12.8725,12.3115,10.4815,10.466,9.8455,10.694,9.5515,8.255,8.9095,8.4895,8.577,8.041,8.3385,8.0255,7.8395,7.1725,6.4935,6.8815,6.3635,6.166
4/27/2021,6.281,6.3695,6.285,6.524,6.3975,9.0425,6.9785,6.267,6.708,12.408,13.954,11.636,10.7865,15.518,15.2525,18.747,22.6605,19.61,21.6655,13.9175,19.49,20.1315,17.1555,16.929,21.6,17.2125,13.135,14.2655,11.8135,10.8295,9.8975,10.8435,10.34,10.587,11.038,10.4455,8.635,8.4985,9.186,8.6255,8.466,7.7895,7.3995,6.953,6.937,6.891,6.7075,11.4935
4/28/2021,6.8525,6.5385,11.472,6.4635,6.5595,6.42,6.4395,6.5275,6.7425,13.366,11.2245,8.109,10.3275,11.0035,22.0105,14.476,16.996,19.78,14.3765,14.5285,26.5925,14.0575,13.611,12.1115,17.098,22.5085,16.1555,18.751,15.303,13.218,13.523,11.3945,10.3875,10.2065,11.392,10.868,8.8925,8.515,9.1005,8.674,7.6445,7.207,7.4735,8.7575,9.1795,7.072,6.634,6.5525
