,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
01/01/2019,143.7449,149.1199,152.125,142.595,146.24,148.735,147.585,154.175,149.1199,162.5599,175.0399,187.9649,256.5799,233.4049,238.85,235.2649,236.285,225.9199,220.16,219.1999,220.4149,224.13,220.4149,217.0899,218.625,215.485,211.6499,210.75,216.13,222.08,220.925,214.72,223.49,229.7599,229.1849,234.5599,213.695,218.05,210.6199,201.6649,153.345,150.335,150.6549,149.6999,151.55,150.85,155.58,153.0899
02/01/2019,156.61,155.7749,157.375,153.8549,146.88,152.4499,149.3099,153.7299,154.175,169.2799,183.6799,216.32,268.545,256.7049,265.98,302.3999,335.6199,352.51,361.0249,364.415,353.665,362.75,365.9549,357.2449,348.355,343.8049,342.6549,341.57,333.63,340.035,339.9649,339.3949,341.565,326.915,303.04,285.1849,243.58,235.0749,227.9049,216.445,152.5749,145.41,141.8899,143.8699,141.44,140.5449,143.55,149.505
03/01/2019,142.335,146.24,137.8549,138.945,137.2799,137.6,144.5149,146.3,143.36,160.835,168.255,209.2799,277.44,268.7349,281.0249,317.505,342.785,356.7349,367.8699,363.265,361.47,359.4249,344.385,340.9899,338.1799,350.0799,345.0849,332.16,336.255,337.54,340.9249,342.5299,340.225,336.125,303.6799,294.1449,241.0899,244.8,224.255,210.945,147.455,138.75,133.505,133.695,133.0549,140.035,135.0399,140.4149
04/01/2019,129.8549,135.425,136.5099,130.755,131.52,129.6,132.16,136.125,141.0599,155.645,170.88,199.6799,274.88,278.85,280.8299,307.075,336.8299,355.5849,365.1849,357.375,361.535,354.625,356.095,351.6799,347.8399,354.3699,352.7,347.3299,339.7099,348.6099,336.32,336.385,335.6799,321.665,300.16,284.16,237.565,236.225,224.32,212.865,148.0299,142.335,144.32,137.7299,144.83,142.85,140.735,142.5299
05/01/2019,140.6699,143.235,141.1799,143.8099,144,146.945,201.2799,203.005,169.9199,161.22,148.5399,191.94,205.375,185.345,181.565,190.0149,166.5299,166.785,165.1199,162.75,162.24,155.97,156.285,160.195,155.9049,152.7649,150.85,150.335,154.945,149.9499,201.2149,212.4799,181.6349,175.8699,173.695,193.6649,192.5749,185.475,157.1199,153.725,149.315,145.6,145.085,144.065,142.6549,140.3549,144.255,146.11
06/01/2019,143.49,142.3999,135.36,142.975,141.695,144.6399,177.1549,178.0449,179.0749,153.0249,144.5099,186.11,198.85,177.2149,179.0749,174.0149,160.445,157.505,154.3049,153.535,153.41,153.7899,152.835,152.6399,157.565,156.3549,155.8399,156.16,156.6699,155.455,186.05,194.5599,182.335,177.0249,165.63,199.5549,209.4049,182.6549,157.6349,155.1349,148.6699,146.5,148.35,147.97,147.71,148.4799,146.24,146.24
07/01/2019,153.985,152.5099,149.7599,148.3549,152.5749,153.1499,154.4949,153.6649,156.16,165.6349,233.0859,249.4049,257.0249,260.545,270.845,302.595,334.975,356.415,353.795,361.2149,352.8299,354.88,340.415,347.265,347.075,341.0549,342.2699,328.8949,340.9299,330.815,338.88,341.1849,337.535,325.505,291.7749,274.755,228.925,227.8399,215.615,199.49,158.5899,151.94,152.96,152.32,148.5399,150.85,147.8399,148.8
08/01/2019,143.8699,141.38,139.58,142.3999,148.9299,148.095,151.36,150.2749,150.5249,154.69,175.425,195.3249,264.13,257.855,278.91,303.2999,322.75,344.7699,361.4049,357.57,358.2049,354.5599,350.5299,345.0249,344.51,346.5599,341.1199,331.4549,334.0799,335.875,344.065,339.9649,336.7699,341.505,311.6799,280.0599,238.72,239.49,223.615,205.8899,160.19,154.24,156.4799,154.625,152.255,151.49,154.3049,156.6699
09/01/2019,148.2899,145.2149,149.44,154.815,153.0249,156.5449,155.005,153.985,155.8399,162.75,176.58,202.815,282.88,275.265,289.92,314.6849,339.2,354.3699,380.7349,381.63,381.76,381.76,382.3399,380.67,378.5599,378.4949,365.89,351.165,351.17,352.065,350.3999,353.1499,347.6499,338.1099,315.3299,301.695,257.47,248.6399,228.8,218.115,156.865,156.86,165.0599,156.925,159.9349,154.05,151.1049,152.5749
10/01/2019,148.5449,151.2949,148.4149,147.0099,147.07,148.035,150.845,151.5549,151.2949,156.0299,175.36,216.5149,280.575,278.91,282.945,316.9899,344.515,359.4249,383.8699,368.7049,378.6849,370.2399,375.3599,378.5599,362.625,354.1149,358.14,341.44,357.25,345.1499,336.45,342.6549,340.8649,324.415,307.075,288.255,238.08,232.5749,220.6699,201.86,153.3399,151.36,154.05,157.25,155.455,155.52,152.3849,150.72
11/01/2019,145.47,150.785,144,142.5249,148.4799,148.4799,154.69,158.91,157.7599,157.0599,171.8999,204.035,277.95,258.3699,269.2449,298.945,325.505,338.625,344.765,340.48,351.3599,344.7699,337.9849,336.8949,346.1749,341.505,337.345,338.3649,342.915,328.765,319.875,313.6,318.785,315.6449,289.345,277.63,224.705,218.3049,201.985,195.3899,154.945,150.27,156.4199,153.47,152.32,150.975,147.455,148.2899
12/01/2019,145.6,142.5899,142.02,148.6699,146.3049,148.095,149.63,145.9199,150.72,149.0599,152.83,214.27,228.4799,211.0099,209.2799,207.1049,161.2799,160.445,173.505,159.235,160.19,153.7899,154.3699,152.96,159.2949,157.57,155.1999,150.845,158.08,156.61,156.0299,148.9299,156.99,157.955,161.345,219.58,216.3849,205.0549,146.625,144.13,138.4299,139.8399,139.9049,138.3699,143.0399,143.615,142.205,145.0249
