Demand,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
29/08/2021,5.4605,3.45,5.16,5.36,5.32,3.856,5.219,5.544,5.5295,3.9331,5.1485,5.1985,3.5362,4.3232,5.331,5.728,6.44,5.4945,4.3585,2.04,5.334,1.8196,0.3168,2.1504,0.0864,6.422,9.8595,2.6897,0.7552,2.8752,1.312,3.2608,2.9456,2.2944,4.2048,4.9312,3.856,4.7968,5.398,3.7348,5.411,3.7954,5.384,5.304,3.7264,5.1325,4.4595,4.2704
30/08/2021,5.046,2.882,5.035,5.264,3.6754,5.051,5.1025,3.7873,4.9808,3.7952,4.7072,4.8416,2.5888,3.2992,3.5488,2.528,2.2992,1.8368,0.0208,1.216,1.1712,0,1.0336,1.2272,0.016,1.3616,1.3472,0,1.2032,4.176,0.008,1.9104,1.6144,0.84,2.8512,2.4976,5.1325,3.1699,5.9325,3.6995,5.5775,8.4625,3.7904,3.9504,3.568,5.926,3.6932,6.0175
31/08/2021,4.6321,2.9104,8.1405,3.7331,3.6816,7.3455,5.7345,2.3008,2.5568,4.2048,1.2944,4.784,0.656,0.0704,4.8544,0.0016,0,0,1.2816,0,1.4176,0,0.5008,1.4992,0.4096,0,0,0,2.5536,0,0,0,1.6672,0.8384,4.0384,2.7216,3.9888,3.576,5.872,3.808,5.8925,5.84,3.8275,6.5295,3.5825,5.598,3.4836,5.627
01/09/2021,5.277,3.4384,3.6832,9.7775,3.7393,3.6064,3.816,3.5712,7.654,3.802,3.6752,13.0605,20.536,22.397,6.5695,7.443,6.984,3.1316,3.6,3.9888,2.6672,0.7424,0.3808,0.008,1.0176,3.0656,15.3535,17.8,6.067,2.5283,6.08,20.936,18.7855,20.7585,21.467,21.859,6.066,4.3984,4.528,10.55,4.4532,4.2528,4.0432,6.1565,3.8611,6.134,3.8084,5.9775
02/09/2021,3.808,5.978,3.575,5.898,8.938,3.819,3.803,3.766,6.578,3.875,5.866,5.586,4.115,14.13,22.288,21.347,3.658,5.03,1.738,3.723,0.494,0.075,0.026,0,0,0,12.562,16.127,15.786,15.175,13.755,1.343,4.84,17.781,18.536,11.034,3.344,7.49,5.805,4.421,4.256,4.064,6.274,4.087,6.098,6.331,4.074,6.605
03/09/2021,3.956,5.49,3.864,6.438,6.274,4.005,6.098,3.925,6.328,3.95,6.165,4.26,5.81,9.76,22.323,21.308,6.891,4.813,0.738,2.366,0,0,0,0,0,3.472,16.222,3.135,0,0.016,0.571,0.68,5.509,22.09,18.46,21.874,22.455,22.053,23.344,23.301,23.235,6.367,4.543,4.35,7.515,6.008,4.328,4.317
04/09/2021,6.405,3.624,7.32,4.302,4.91,9.258,4.203,4.242,4.181,7.869,4.036,4.347,7.933,7.556,23.213,22.864,11.127,8.36,6.091,4.437,3.291,4.382,2.734,1.554,1.277,2.528,21.44,10.904,13.253,22.076,11.538,7.064,18.88,23.547,22.56,22.22,21.658,5.795,8.036,4.035,4.181,9.056,4.342,4.077,4.136,8.077,4.045,4.184
05/09/2021,8.299,3.89,4.141,4.262,9.338,4.056,4.166,4.765,8.013,4.024,4.501,8.486,3.733,18.467,23.635,23.613,4.191,8.416,6.309,4.264,3.51,2.603,0.501,0.098,0,1.846,7.477,19.316,5.766,0,0.763,3.57,9.483,21.48,18.253,20.838,21.997,22.627,22.991,5.384,6.172,4.464,6.083,6.151,4.365,5.632,5.773,4.796
06/09/2021,4.152,5.398,5.498,4.126,5.413,4.861,4.627,5.509,4.407,5.006,5.487,3.904,5.093,5.304,3.245,4.093,3.264,2.782,0.477,1.237,1.472,0,0,0,7.277,4.504,5.627,4.282,5.464,5.523,3.872,5.43,5.496,3.848,5.334,5.469,3.583,4.976,5.379,3.981,5.186,5.151,5.126,3.781,5.344,5.28,3.808,5.379
07/09/2021,5.087,3.551,5.267,5.351,3.946,5.35,5.2,3.759,5.061,5.168,3.796,5.31,4.908,3.645,5.55,5.056,3.727,5.149,5.234,3.72,5.227,5.098,3.692,5.19,4.586,3.582,5.133,9.807,7.035,3.911,8.41,3.859,8.141,5.269,3.845,5.715,3.269,8.254,3.802,6.754,3.762,5.766,8.264,3.879,6.597,4.061,5.576,7.47
08/09/2021,4.365,3.798,8.174,4.423,3.738,6.202,8.595,3.868,3.763,8.058,4.341,3.83,5.658,7.922,23.359,23.483,12.829,9.202,9.68,6.795,6.767,7.608,2.703,2.706,1.072,2.659,3.022,6.739,21.048,6.095,2.832,4.238,9.013,22.471,22.13,21.884,21.814,22.46,22.999,22.717,10.716,4.059,8.797,4.085,6.605,6.487,4.095,8.37
09/09/2021,3.611,4.085,9.682,4.131,4.035,7.998,7.095,4.079,4.104,9.459,4.168,5.011,7.163,6.461,23.464,23.957,13.557,11.114,5.292,2.832,5.72,3.397,6.531,5.237,3.774,0.608,0.277,14.979,19.839,14.719,4.938,9.054,20.888,25.154,21.371,21.779,22.269,11.155,4.591,6.941,9.22,4.214,6.202,8.635,4.272,8.813,4.151,3.771
10/09/2021,8.709,4.279,8.746,4.351,4.102,6.162,8.773,4.364,4.254,8.69,4.272,6.939,4.096,7.094,23.399,23.202,13.354,8.174,8.108,10.714,6.194,0.143,3.283,1.184,2.19,0,0.99,1.789,18.712,7.918,0.319,3.158,4.984,18.69,19.117,20.234,22.542,22.693,18.973,4.946,4.755,7.442,8.903,4.666,8.176,4.2,6.874,8.491
11/09/2021,4.434,4.042,6.981,8.135,4.231,6.594,8.963,4.415,4.206,6.315,8.872,3.763,5.843,10.754,22.932,23.216,12.21,4.703,1.656,3.333,0.298,1.949,5.267,3.107,3.486,20.43,16.685,10.261,11.869,12.023,16.895,12.16,24.178,22.448,21.344,21.941,22.581,22.455,7.282,4.044,4.187,10.014,4.069,3.95,6.688,5.523,3.664,6.069
12/09/2021,3.864,8.827,3.813,3.902,8.901,3.964,3.894,6.662,6.861,3.826,6.205,3.575,6.101,9.485,4.96,7.658,4.765,9.498,8.423,4.765,4.715,3.834,3.502,8.435,5.426,13.765,13.688,0.463,0.882,0.774,8.018,21.402,17.722,18.901,18.365,11.341,4.928,4.157,6.021,4.394,5.88,5.787,4.248,5.685,5.383,4.906,3.966,5.629
13/09/2021,5.383,3.791,5.442,5.482,3.954,5.403,5.464,3.768,5.259,5.338,3.212,5.301,5.32,3.735,5.046,3.124,2.042,0.338,1.117,0.904,0,1.189,0.992,0.069,1.232,0.434,0,1.069,1.509,0.016,1.454,1.438,0.24,1.694,0.638,3.28,4.466,4.81,3.733,5.235,3.976,5.126,5.063,3.824,5.107,4.816,3.28,5.31
14/09/2021,5.06,3.613,5.267,3.68,5.182,5.176,3.682,5.298,5.179,3.501,3.712,4.096,4.48,5.13,3.397,4.51,2.584,0.883,0.992,0,0.867,0.968,0,1.253,1.637,1.36,12.77,14.04,2.071,0,1.662,1.912,0.501,3.8,0.955,1.213,8.946,3.408,3.618,3.744,8.539,3.011,3.686,7.354,3.751,3.872,6.718,3.596
15/09/2021,8.685,5.119,3.608,2.944,8.88,3.35,3.344,3.742,8.632,3.213,2.758,7.587,2.84,12.163,22.781,21.216,4.597,3,7.973,5.072,0.1,0,1.173,1.541,1.245,0.818,1.621,2.475,7.938,15.256,1.509,1.626,3.362,20.346,19.447,20.93,21.963,22.276,15.635,3.995,5.419,5.282,3.612,5.061,5.133,2.939,5.173,5.186
16/09/2021,4.141,4.622,5.142,4.469,4.179,5.235,4.808,3.693,4.79,3.638,5.218,4.247,4.45,18.618,21.954,21.703,1.299,5.872,3.715,4.349,2.65,1.128,2.803,1.106,0.245,0,0,0,0,0,0,0,10.493,22.458,20.764,21.207,21.781,22.604,22.686,22.824,22.908,5.643,8.687,3.667,3.646,5.366,6.78,3.872
17/09/2021,3.805,7.304,3.622,3.898,8.603,3.672,3.733,3.765,8.45,3.427,3.824,3.664,5.962,8.339,23.01,22.837,11.032,7.455,5.199,2.638,3.456,0.712,5.614,6.151,4.541,0.256,0.442,10.619,15.571,17.032,7.647,3.525,2.714,19.403,20.52,21.347,22.396,22.285,4.424,6.133,4.208,5.302,5.504,3.826,4.774,5.384,4.907,4.334
18/09/2021,5.341,5.578,3.832,5.243,5.387,3.856,5.334,5.239,3.192,5.376,5.285,3.682,5.282,5.293,3.736,5.181,4.677,1.398,2.282,1.568,0.84,0.373,4.525,0.827,1.976,2.525,0.976,6.854,7.506,6.248,5.446,2.146,2.125,7.128,10.349,5.89,4.34,4.723,10.144,5.045,4.704,4.358,6.139,3.819,5.808,4.027,5.758,8.799
19/09/2021,4.114,4.091,3.768,6.459,4.01,5.792,6.165,3.772,6.232,3.936,6.069,3.764,6.464,10.07,23.658,23.437,15.618,8.696,2.813,5.197,3.66,3.579,2.64,1.101,0.72,9.909,16.634,23.077,5.955,4.058,13.293,23.376,20.482,21.048,21.458,21.987,22.677,8.8,4.112,3.837,6.859,7.157,3.864,3.574,3.71,6.117,3.802,6.091
20/09/2021,8.415,4.403,3.963,3.858,6.16,3.846,8.629,3.33,3.805,9.405,3.868,3.944,3.842,5.765,3.698,7.24,2.634,5.067,5.669,1.23,1.565,0.949,6.669,0.664,0.47,5.41,0,0.131,0.019,1.87,0.624,3.016,0,0.358,6.24,2.47,3.352,3.659,6.547,3.768,6.432,3.776,8.238,3.33,3.688,3.934,8.773,3.832
21/09/2021,3.688,3.846,8.915,3.762,3.754,3.678,5.581,4.028,6.539,3.685,3.787,6.101,3.672,5.774,3.704,6.149,3.135,2.659,1.762,0.05,1.562,0,1.144,0,2.197,1.709,0.235,2.27,0.642,2.706,0.346,0,7.122,1.448,1.048,2.565,5.358,3.552,5.773,3.632,5.859,6.042,3.544,4.05,3.669,6.562,3.632,7.963
22/09/2021,3.679,3.792,3.862,9.2,3.776,3.675,2.958,2.264,6.229,5.829,3.701,5.832,3.568,8.866,18.904,23.258,17.739,8.327,9.005,11.68,5.821,1.058,4.299,5.448,1.666,5.939,18.496,20.315,17.973,2.743,2.478,3.229,20.312,21.565,19.701,22.149,22.407,22.879,6.343,4.522,4.549,10.338,3.931,4.238,4.411,4.514,6.886,5.941
23/09/2021,3.76,6.229,3.64,6.424,3.621,5.848,7.483,3.952,3.762,8.149,4.946,3.619,3.79,14.15,23.026,23.286,7.647,9.008,6.76,4.255,6.59,4.716,3.421,6.91,3.804,2.531,16.792,17.93,26.714,9.674,5.136,10.296,18.253,23.719,21.942,22.573,22.888,22.744,22.663,22.661,11.946,3.941,3.574,9.174,4.128,3.757,3.746,8.478
24/09/2021,3.879,3.88,8.2,2.992,2.76,1.971,6.046,2.54,2.149,9.077,2.064,3.141,2.37,6.301,21.527,21.399,12.735,6.467,6.485,3.546,3.256,0.779,2.07,3.118,0.467,0.288,11.261,20.074,13.368,7.728,0.396,0.166,6.082,17.199,19.979,20.576,21.634,10.655,7.493,4.061,3.899,8.579,3.899,3.578,2.717,7.984,2.438,2.635
25/09/2021,7.57,2.298,2.475,3.402,8.099,2.443,2.262,2.445,4.288,2.944,6.846,1.848,2.23,8.747,21.527,21.131,8.959,5.987,4.071,6.875,5.683,0.679,4.886,4.854,0.208,0.178,4.739,12.258,20.533,13.068,3.715,4.547,26.584,24.861,23.341,23.042,23.024,22.65,6.848,6.911,4.402,5.475,4.047,6.526,3.892,6.126,7.831,3.816
26/09/2021,4.013,9.05,3.888,3.562,3.365,7.386,3.97,2.435,2.816,4.432,1.626,6.392,2.25,5.955,21.848,23.015,10.048,7.591,11.502,8.749,5.413,2.382,2.23,3.528,5.021,16.807,22.583,14.695,16.373,14.247,20.576,20.391,17.139,18.992,14.25,2.888,5.653,6.012,5.094,3.716,4.986,4.946,3.502,5.277,5.511,5.037,3.637,5.101
27/09/2021,5.095,5.176,3.416,5.056,4.994,3.014,4.224,3.418,3.491,1.947,3.221,3.573,1.851,3.562,3.402,1.923,3.394,3.445,1.203,2.464,2.218,0.68,1.451,1.934,1.694,0.238,1.302,2.488,0.997,3.392,3.07,1.76,2.08,3.312,2.446,3.701,4.315,4.458,2.984,4.477,4.15,3.154,4.395,4.563,3.03,4.6,4.438,2.845
28/09/2021,4.626,2.506,1.571,3.267,4.163,1.91,3.032,1.179,3.331,3.442,3.434,2.05,3.579,3.838,1.461,2.917,2.13,1.493,0.653,1.059,1.346,0.019,0.754,1.432,0.408,1.099,1.206,0.021,1.123,0.544,0.544,0.282,1.099,3.912,4.187,2.168,1.349,2.011,1.95,4.354,1.901,6.526,2.365,1.026,1.877,3.098,1.246,3.813
29/09/2021,1.605,3.178,1.598,3.843,3.398,1.552,3.632,1.818,3.819,0.93,3.877,1.339,3.224,7.058,22.099,21.898,12.626,6.72,3.043,4.424,1.885,0.15,0.042,0.003,0.013,2.326,25.405,23.098,25.133,16.411,0.973,7.053,14.434,24.661,18.731,21.637,21.791,21.695,22.048,4.672,3.334,3.472,4.566,8.712,2.384,2.149,1.912,6.462
30/09/2021,2.415,2.01,6.898,2.274,2.722,5.814,3.954,2.32,2.013,2.49,4.662,5.795,1.72,5.352,21.437,21.285,12.079,7.168,7.738,11.093,8.314,6.101,4.394,4.645,4.472,0.398,5.29,11.837,19.394,15.123,18.96,11.123,15.554,21.01,20.978,20.587,21.933,21.288,4.965,2.77,7.811,3.403,2.322,2.466,7.003,2.184,2.466,6.542
01/10/2021,3.877,2.221,3.205,7.178,1.826,2.645,1.998,7.454,2.498,1.709,2.39,4.384,1.518,11.963,21.506,21.229,7.011,5.01,2.445,2.294,1.829,0.958,0.003,0.134,0.146,0.498,7.322,5.747,15.84,18.498,17.975,9.5,15.826,21.403,20.916,22.186,3.957,2.746,3.437,8.054,2.247,2.794,2.653,8.022,2.375,2.198,2.61,6.264
02/10/2021,1.938,2.666,7.699,1.84,1.914,3.173,8.248,1.784,2.11,2.245,6.787,1.639,1.686,15.366,21.327,21.407,2.45,5.502,2.826,6.141,2.855,1.419,0.2,2.123,0.31,0.182,7.149,16.824,19.394,22.338,25.966,24.66,15.085,26.292,22.423,23.179,22.779,22.544,23.085,6.656,4.539,7.214,7.024,4.298,4.477,7.405,4.096,8.318
03/10/2021,3.77,3.347,8.504,3.966,3.837,3.957,9.406,3.831,3.84,8.203,4.547,3.814,3.661,8.526,4.394,7.424,6.645,6.248,5.224,4.78,2.213,0.832,0.146,0.774,0.054,0.082,6.075,15.755,14.015,16.141,17.207,22.323,23.258,20.684,21.872,22.384,16.275,4.13,5.755,6.195,4.362,5.464,5.629,5.61,3.893,5.333,5.178,3.869
04/10/2021,5.157,4.916,4.075,5.254,5.224,3.946,5.451,5.335,3.725,5.566,5.218,3.843,5.112,4.955,4.603,3.819,4.526,2.646,3.51,3.224,2.379,0.538,1.646,2.8,2.2,0.472,2.426,1.158,1.926,2.758,3.258,3.592,3.906,4.643,4.49,3.438,4.909,3.758,5.198,5.506,3.966,5.411,5.192,5.594,3.866,5.333,3.864,5.376
05/10/2021,4.994,3.808,5.307,5.335,3.843,5.37,5.327,3.688,5.39,3.756,5.091,5.235,3.026,4.824,5.061,3.464,3.52,1.782,1.309,0.234,2.579,1.285,0.274,1.022,1.274,0.302,1.699,1.931,0.562,0.843,1.347,4.251,1.339,3.288,1.853,5.293,3.916,3.845,6.133,3.954,6.146,3.586,5.71,4.247,5.304,5.819,2.368,3.998
06/10/2021,0.861,4.506,1.634,4.341,5.027,1.112,3.402,1.643,3.267,2.846,4.027,4.525,2.314,7.32,19.942,21.173,12.615,7.893,10.732,8.111,5.074,2.978,3.29,1.598,0.44,0.408,14.886,19.269,21.767,5.73,2.738,4.237,4.704,23.458,19.783,21.522,21.173,21.14,18.437,4.624,3.384,5.542,5.178,3.117,2.075,4.597,5.403,2.181
07/10/2021,2,7.301,2.93,2.154,2.4,6.102,1.736,5.395,1.851,1.864,7.987,1.962,1.954,7.131,21.808,21.554,11.935,8.65,10.452,9.174,7.367,1.94,3.325,2.608,2.882,2.806,11.624,26.566,26.056,23.516,22.56,25.767,7.747,18.656,21.005,21.778,22.421,22.042,22.256,12.507,4.253,2.826,4.691,8.144,2.294,2.509,5.949,6.127
08/10/2021,2.195,2.845,6.998,2.052,3.144,1.838,6.542,2.749,2.197,6.976,3.072,2.47,4.866,5.573,3.981,7,4.28,6.384,4.237,5.976,3.869,1.819,0.459,0.89,0.914,1.352,11.477,20.236,24.981,14.304,3.682,3.992,7.106,22.813,21.231,21.506,21.528,21.908,22.53,3.651,5.654,3.543,6.966,3.229,3.395,6.867,2.189,2.842
09/10/2021,2.042,7.133,3.157,3.139,4.429,4.757,1.934,2.928,5.931,1.877,2.131,7.626,2.232,4.142,21.6,21.938,11.629,6.416,7.471,4.884,3.403,3.902,1.63,1.99,1.36,3.429,17.672,23.763,22.042,5.423,5.005,5.912,15.061,27.692,26.517,22.623,18.336,4.154,3.906,5.722,3.831,8.57,3.688,3.926,8.595,3.848,3.39,3.131
10/10/2021,3.3632,3.3616,5.4495,5.691,3.3875,5.555,3.2978,5.387,3.5666,7.0575,3.2641,6.5245,24.1215,27.389,14.7375,5.3745,1.9506,1.3696,0,0,0,0,0.0448,0.1648,1.6576,0.9552,1.2256,1.3936,0.8768,0.8496,8.166,19.378,20.768,21.867,22.235,22.3025,22.208,20.8625,3.5378,4.4608,4.4528,2.6896,3.9984,4.7968,2.456,4.7264,3.5664,2.0576
11/10/2021,3.5536,4.0288,2.4096,4.5504,3.2448,2.5488,2.752,4.0512,3.0272,1.3808,3.272,3.256,1.8672,3.28,3.3328,0.76,2.176,2.0672,0.4176,1.5872,1.6384,0,1.0752,1.0672,0.128,1.096,0.5952,0,1.968,0.4768,2.3296,3.552,2.4512,4.2304,4.72,3.1648,4.5424,4.5168,3.056,4.384,3.1472,4.3744,4.592,3.0752,3.5472,4.2064,2.9776,3.5008
12/10/2021,4.0224,2.456,1.4896,3.2368,2.8736,2.7088,2.7984,2.8464,1.4048,3.2656,3.3344,1.72,2.2608,2.856,3.2544,3.2912,2.0272,1.2736,1.9456,1.1088,0.5312,1.168,1.1296,0,1.2576,1.648,0.6704,2.3104,2.6688,0.6,2.6192,3.608,2.5568,4.5504,3.544,3.8432,4.4592,3.8544,3.432,4.6,4.3744,2.1072,3.8048,2.8176,3.3424,4.5568,2.9376,3.336
13/10/2021,3.24,2.9072,3.0096,2.9552,2.0464,2.9008,2.4016,2.2128,2.2992,3.0368,2.1344,15.3455,20.8655,23.1585,6.296,7.1615,6.216,3.3218,3.5856,8.115,7.4975,7.0415,5.13,8.752,23.827,24.9135,26.8175,25.49,15.7615,11.7965,21.8305,21.1265,22.931,22.6225,22.64,22.6575,22.637,22.795,22.504,12.234,8.856,3.264,3.0608,8.4205,3.8019,3.7792,5.7775,8.6735
14/10/2021,3.8306,3.7328,8.112,4.1456,3.7856,4.7552,5.9295,5.368,3.6609,7.5325,5.5535,4.7188,6.4255,7.0335,5.4015,11.2305,7.5585,9.179,6.3635,5.179,4.7618,4.656,0.6048,0.9216,5.222,12.9235,22.5725,23.186,24.955,15.208,13.157,27.675,22.509,22.968,22.934,22.96,23.093,22.904,23.029,20.974,5.1425,3.7283,4.2912,9.104,3.7024,3.9136,8.7855,3.9377
15/10/2021,3.8288,3.8928,9.014,3.8356,3.9312,3.1248,6.086,3.7364,6.499,5.0175,4.5731,6,3.6656,5.8895,3.4481,11.04,21.0365,26.36,17.2995,8.1855,7.1985,7.3855,6.1185,12.227,21.221,25.542,28.48,23.5345,24.2655,24.426,25.4255,25.104,22.5485,22.69,22.6365,22.7665,22.845,22.491,15.8015,6.3025,6.408,3.3506,3.9888,8.5485,3.5859,3.8416,8.267,3.1618
16/10/2021,2.9056,5.1695,6.4925,2.0564,2.2,8.096,3.176,2.976,2.1424,7.1455,2.6289,5.3215,21.504,21.4655,10.088,5.336,3.485,0,0,0,0,0.0368,0.0224,0.1168,4.1232,5.248,15.459,10.869,0.0944,0.8672,16.091,20.6225,21.4125,22.205,21.3775,19.3745,2.637,6.334,2.7428,7.4895,2.7169,6.102,4.1668,1.8208,1.8496,6.44,2.4624,1.5936
17/10/2021,4.0096,5.651,1.9442,2.2064,7.347,3.2802,2.1664,2.6848,6.267,1.5378,3.2864,5.912,21.694,21.2865,11.9055,6.909,6.109,5.483,2.6194,1.3088,0.296,0.3552,0.3552,0.4448,4.2752,3.3664,0.3472,0.5232,2.376,1.824,12.1455,20.656,21.5005,22.058,22.358,22.1395,22.2175,10.827,5.0385,3.5379,4.6272,4.576,4.544,4.3792,3.0544,4.1728,3.7136,4.5408
18/10/2021,3.8624,2.9072,3.6848,3.1536,4.2416,1.9664,3.1488,3.3312,2.1888,3.096,3.1344,3.7648,1.7568,3.0992,2.7088,1.224,1.6208,1.3344,1.1136,0,1.4112,1.4896,1.5824,0.52,2.128,1.728,0.2592,3.3312,3.5664,2.4,4.0864,4.064,4.3168,2.9696,3.5888,4.3856,1.8928,4.1232,3.288,3.0112,4.4528,3.2512,2.4352,3.64,3.4752,2.7488,3.6064,3.1856
19/10/2021,4.368,2.5152,3.1792,2.6352,2.5824,2.696,2.6112,0.9968,2.7088,3.6144,0.888,2.9904,3.4144,1.6048,2.3648,3.4672,0.7184,2.24,1.928,0.3824,2.6752,1.848,0.1312,1.2096,1.3856,0.1584,1.52,4.7744,4.224,1.2384,0.5824,7.9295,3.4721,2.9696,3.1792,7.1455,3.3025,2.5152,3.3408,7.288,2.1792,2.64,7.883,2.0626,1.808,1.6112,5.248,1.4816
20/10/2021,0.8896,6.712,1.9792,1.9936,3.2896,6.979,2.141,1.0896,5.419,2.2482,1.5472,5.8045,20.9715,21.966,10.8,5.2595,6.7375,4.9122,1.8288,0.2304,0.0688,0.376,2.0832,0.9984,1.912,6.979,20.064,21.549,19.6,14.4605,25.368,24.1555,20.5535,21.6385,21.632,21.592,22.387,3.9426,5.2045,7.4335,2.9364,2.032,3.9088,7.1455,2.3201,3.7712,6.416,1.7792
21/10/2021,2.1312,5.1565,5.157,1.7537,6.2925,1.6435,3.5984,6.0925,1.6995,1.5488,3.9184,7.984,20.6445,22.8335,10.4545,7.3935,7.229,4.821,5.2015,7.851,4.6307,4.904,7.1055,4.4625,6,11.6975,20.435,26.1875,27.19,12.2595,11.64,23.6335,23.104,23.107,22.7585,22.6625,20.5615,4.1811,6.032,9.6365,4.1923,4.0224,4.0384,8.5485,3.7827,3.768,8.374,3.6596
22/10/2021,3.5472,5.323,7.8305,3.7201,3.768,8.947,3.7474,3.408,1.8496,6.299,3.0978,4.5904,1.5248,6.291,4.4146,8.4,26.752,27.84,18.0175,6.6975,5.264,4.6034,2.9104,3.0688,15.68,22.688,21.387,22.347,23.325,23.424,21.643,21.296,22.904,23.493,23.069,23.128,23.142,22.6145,21.832,4.2227,7.6285,7.512,6.2015,5.442,3.8032,8.1535,3.5425,7.584
23/10/2021,3.648,6.9245,3.8083,8.0095,3.6625,8.406,3.7252,3.6208,7.7725,3.6131,7.71,3.7956,6.8975,3.2641,7.6815,6.4945,20.4205,7.0355,12.104,10.752,7.7085,11.0835,22.502,21.968,27.077,20.011,8.618,5.1135,8.7405,5.186,9.331,7.5105,5.28,8.9985,4.6048,6.6605,9.0385,3.8402,6.622,8.8625,3.8739,3.7648,7.4495,6.1215,3.9058,8.31,3.666,6.051
24/10/2021,8.2815,3.3587,4.5232,5.6605,8.5585,3.8626,5.211,8.819,3.7956,3.656,6.206,16.906,22.4015,23.2845,8.061,9.1295,8.32,5.208,4.9379,4.0288,5.144,4.976,4.76,1.8128,5.608,3.3168,14.03,2.0916,1.1568,4.6672,23.275,21.893,22.294,22.6705,22.6515,22.579,22.0945,13.1775,4.0946,5.686,5.3155,3.6305,5.43,5.112,4.9332,2.232,3.7744,3.5872
25/10/2021,3.0368,2.1312,3.5136,3.4464,1.9296,3.1824,3.7376,2.0336,3.2,3.4912,2.8336,1.496,3.0224,3.2064,2.9424,1.5248,3.328,2.8784,1.3888,0.0752,0.8224,0.8784,0.9504,0.2352,1.0784,1.5392,0.4224,1.832,1.096,0.3232,1.5744,1.4064,2.8448,2.6896,1.736,2.8864,2.8416,2.9776,1.6304,3.1056,3.1744,2.1808,3.1136,2.8256,1.6544,2.3472,2.96,2.0736
26/10/2021,1.7728,2.8512,2.208,1.2784,3.2032,2.8784,1.6976,3.3712,2.3552,1.368,2.68,2.464,1.5312,2.2816,2.9456,1.0896,2.9472,2.7792,1.4336,2.4544,2.248,0.264,0.7072,1.3312,0.256,0.84,1.2368,0.4992,2.2736,4.0256,7.755,7.336,2.9714,4.9856,5.099,5.491,3.05,4.96,7.256,3.1056,5.307,2.9506,7.598,2.9844,6.704,2.2944,2.6224,7.339
27/10/2021,1.229,2.3152,6.9085,1.7219,1.792,4.7104,0.7936,3.544,4.9632,1.4048,4.1056,3.5616,4.8864,6.494,21.712,21.821,20.6785,22.3215,13.6625,6.4655,5.827,4.042,6.752,8.808,5.454,2.3828,9.086,10.7715,27.435,24.493,22.283,26,20.9535,26.264,21.592,21.4515,15.064,3.0673,2.4288,3.6864,7.1455,2.0369,4.1056,1.7616,7.592,2.0864,3.6688,7.456
28/10/2021,1.72,1.6912,7.635,1.9058,1.8,4.12,7.246,2.3716,2.2256,8.251,1.373,1.1584,3.6816,6.2,2.824,1.5344,4.6624,1.3456,6.2925,1.3155,1.8384,1.5392,3.2384,0.8848,1.416,14.0255,17.899,5.1265,6.411,4.2708,2.8992,8.467,18.397,22.662,22.112,22.069,21.085,21.3005,14.352,4.3155,2.1136,4.4688,3.6288,2.3184,3.296,2.9744,3.016,3.2784
29/10/2021,2.0704,3.3392,3.552,1.672,2.8912,2.9872,2.8192,2.424,2.5648,2.984,3.5376,1.9344,3.1184,3.1472,3.1616,1.9856,4.2256,7.563,2.045,0.4624,1.6928,1.8144,0.4928,1.0864,1.0448,1.656,0.704,3.7552,7.0845,4.3603,6.568,10.36,13.4655,22.456,2.3697,0.0368,4.592,2.512,6.278,8.1155,8.1455,8.045,8.712,11.6335,6.163,4.4595,2.3696,4.112
30/10/2021,6.1565,3.0803,1.736,7.976,2.9552,2.136,2.3776,4.688,3.4032,1.3872,6.19,1.4628,6.518,5.4115,20.683,20.6275,6.32,3.1344,2.44,1.976,0,0,0,0,0.0032,0.0448,0,4.2336,17.0975,16.7665,2.1552,5.624,23.323,18.597,19.366,21.568,21.178,21.2655,9.059,7.32,5.701,5.7425,7.5965,8.5505,1.893,1.5216,6.5215,1.3953
31/10/2021,1.44,6.872,3.696,1.624,2.2128,6.718,1.4548,1.2928,1.4832,6.9485,1.4563,1.3344,6.774,9.752,21.2355,21.755,2.7699,6.88,5.958,6.765,4.3746,2.984,6.168,7.795,1.8626,2.4496,21.734,26.144,24.2785,24.5905,22.5825,27.6045,26.6145,20.8465,18.245,17.776,21.734,22.28,2.666,4.3488,7.1135,7.3005,6.56,7.061,4.813,3.5888,3.2416,2.8144
01/11/2021,3.0416,2.7376,3.7024,3.1248,2.6208,3.3392,2.7808,2.7728,2.6992,2.3024,2.6304,2.6448,3.4448,3.1392,2.9584,2.072,2.7968,2.1504,0.6688,1.968,2.376,1.7856,0.8336,1.0224,0.6544,1.9984,2.0688,2.6048,1.4912,0.8496,3.264,3.2752,3.3904,1.8736,1.0816,2.0304,2.3536,2.3792,3.2592,3.056,4.5056,4.424,8.1215,8.328,7.784,4.4945,1.4176,0.0224
